q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
13,57,"['1605196', '13814480', '22116439', '23887844', '4709641', '11659421', '4459491', '18852643', '30351165']",281,333.43661603900546,"[0, 0, 0, 9, 9]","[5183, 260, 21, 10, 0]","[0.0, 303.30807510101295, 326.36366239000927, 333.3834888110141, 333.436250542014]","[0, 260, 276, 280, 281]","[[], [], [], ['1605196', '13814480', '22116439', '23887844', '4709641', '11659421', '4459491', '18852643', '30351165'], ['1605196', '13814480', '22116439', '23887844', '4709641', '11659421', '4459491', '18852643', '30351165']]"
14,70,"['39637840', '7225911', '28107602', '4389394', '21307488', '5956380', '37204802', '4414547', '42489926', '5254463']",305,365.31167065000045,"[0, 0, 9, 10]","[5183, 260, 3, 0]","[0.0, 303.2911814370018, 364.6471428809891, 365.31146902499313]","[0, 260, 304, 305]","[[], [], ['7225911', '28107602', '4389394', '21307488', '5956380', '37204802', '4414547', '42489926', '5254463'], ['39637840', '7225911', '28107602', '4389394', '21307488', '5956380', '37204802', '4414547', '42489926', '5254463']]"
15,72,"['8133180', '14492964', '2119889', '6625693', '18231257', '36345185', '6076903', '1031534', '24721866', '40500438']",283,343.279630243007,"[0, 0, 0, 7, 10]","[5183, 260, 38, 12, 0]","[0.0, 303.37009172800754, 326.4190817960043, 339.8735144430102, 343.27922633101116]","[0, 260, 276, 282, 283]","[[], [], [], ['6076903', '1031534', '40500438', '8133180', '14492964', '6625693', '24721866'], ['8133180', '14492964', '2119889', '6625693', '18231257', '36345185', '6076903', '1031534', '24721866', '40500438']]"
16,75,"['29214508', '41900731', '37768883', '38805486', '36233757', '13965483', '26488879', '4387784', '25657127', '2837758']",290,345.06742209799995,"[0, 0, 10]","[5183, 260, 0]","[0.0, 303.32697203599673, 345.067218821001]","[0, 260, 290]","[[], [], ['29214508', '41900731', '37768883', '38805486', '36233757', '13965483', '26488879', '4387784', '25657127', '2837758']]"
17,94,"['6863070', '18025240', '13770184', '39481265', '23918031', '20363389', '13619127', '1215116', '19052713', '3896759']",279,332.82845851400634,"[0, 0, 0, 10]","[5183, 260, 22, 0]","[0.0, 303.50950201299565, 326.5904098309984, 332.8280955500086]","[0, 260, 276, 279]","[[], [], [], ['6863070', '18025240', '13770184', '39481265', '23918031', '20363389', '13619127', '1215116', '19052713', '3896759']]"
18,99,"['21598000', '82665667', '10555591', '46816158', '18810195', '8446259', '15472716', '38300781', '41403996', '10991183']",281,335.50469596601033,"[0, 0, 0, 2, 10]","[5183, 260, 37, 10, 0]","[0.0, 303.6061930900032, 326.6492817429971, 335.4503961540031, 335.50428639400343]","[0, 260, 276, 280, 281]","[[], [], [], ['8446259', '18810195'], ['21598000', '82665667', '10555591', '46816158', '18810195', '8446259', '15472716', '38300781', '41403996', '10991183']]"
19,100,"['14550841', '13116880', '6472746', '18909530', '30714190', '4421787', '18374364', '4381486', '10015292']",291,350.43679524899926,"[0, 0, 5, 9]","[5183, 260, 13, 0]","[0.0, 303.59716220598784, 345.5048625289928, 350.43654466098815]","[0, 260, 290, 291]","[[], [], ['14550841', '4421787', '18909530', '30714190', '4381486'], ['14550841', '13116880', '6472746', '18909530', '30714190', '4421787', '18374364', '4381486', '10015292']]"
20,113,"['14584755', '25816994', '26199970', '44030361', '43417006', '1759213', '6157837', '140098548', '4678846', '14121786']",291,348.8429551529989,"[0, 0, 7, 10]","[5183, 260, 14, 0]","[0.0, 303.5855029029917, 345.3306566300016, 348.8427111619967]","[0, 260, 290, 291]","[[], [], ['14584755', '25816994', '1759213', '44030361', '140098548', '6157837', '4678846'], ['14584755', '25816994', '26199970', '44030361', '43417006', '1759213', '6157837', '140098548', '4678846', '14121786']]"
21,115,"['23513718', '1234098', '22281684', '27889071', '11615242', '21274919', '37673301', '33872649', '25677651', '27138601']",281,339.0436343619949,"[0, 0, 7, 7, 10]","[5183, 260, 35, 13, 0]","[0.0, 303.7061799330113, 326.89576174299873, 335.65095880599984, 339.04323314499925]","[0, 260, 276, 280, 281]","[[], [], ['21274919', '27138601', '27889071', '25677651', '11615242', '33872649', '37673301'], ['21274919', '27138601', '27889071', '25677651', '11615242', '33872649', '37673301'], ['23513718', '1234098', '22281684', '27889071', '11615242', '21274919', '37673301', '33872649', '25677651', '27138601']]"
22,118,"['4695107', '52805891', '31460499', '32454714', '2604063', '15578265', '4465735', '6372244', '15983982', '3272084']",291,349.071725308997,"[0, 0, 9, 10]","[5183, 260, 14, 0]","[0.0, 303.6728194140014, 345.4631469290034, 349.0714755060035]","[0, 260, 290, 291]","[[], [], ['4695107', '52805891', '31460499', '32454714', '15578265', '4465735', '6372244', '15983982', '3272084'], ['4695107', '52805891', '31460499', '32454714', '2604063', '15578265', '4465735', '6372244', '15983982', '3272084']]"
23,124,"['1986482', '4883040', '31363207', '374902', '35087728', '13899137', '7111021', '44562058', '32012666', '13071728']",291,347.47655535499507,"[0, 0, 7, 10]","[5183, 260, 6, 0]","[0.0, 303.77039286600484, 345.80140138600837, 347.47628881799756]","[0, 260, 290, 291]","[[], [], ['1986482', '31363207', '4883040', '7111021', '32012666', '13899137', '13071728'], ['1986482', '4883040', '31363207', '374902', '35087728', '13899137', '7111021', '44562058', '32012666', '13071728']]"
24,127,"['2060137', '21598000', '7549811', '35231675', '18126445', '2727303', '3720107', '22029384', '7878807', '30884033']",277,329.04589358498924,"[0, 0, 7, 10]","[5183, 260, 9, 0]","[0.0, 303.7632866950007, 326.91396496900416, 329.0456105350022]","[0, 260, 276, 277]","[[], [], ['21598000', '22029384', '2727303', '7549811', '35231675', '18126445', '30884033'], ['2060137', '21598000', '7549811', '35231675', '18126445', '2727303', '3720107', '22029384', '7878807', '30884033']]"
