q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
14,70,"['4414547', '25682129', '27949347', '7225911', '37204802', '39637840', '4389394', '11903247', '21557055', '5956380']",694,816.7248403539998,"[0, 0, 10]","[5183, 3888, 0]","[0.0, 303.8631865169991, 816.7238017519994]","[0, 260, 694]","[[], [], ['4414547', '25682129', '27949347', '7225911', '37204802', '39637840', '4389394', '11903247', '21557055', '5956380']]"
15,72,"['36111909', '35008773', '8997410', '1031534', '2682997', '13481880', '13907427', '5573975', '6076903', '21561474']",479,568.1134550370007,"[0, 0, 2, 10]","[5183, 3888, 12, 0]","[0.0, 303.7630956769972, 564.8398771259999, 568.1123858519968]","[0, 260, 478, 479]","[[], [], ['6076903', '1031534'], ['36111909', '35008773', '8997410', '1031534', '2682997', '13481880', '13907427', '5573975', '6076903', '21561474']]"
16,75,"['4387784', '26488879', '7465900', '27840664', '29214508', '38805486', '37768883', '2837758', '13965483']",695,819.9966092239993,"[0, 0, 7, 9]","[5183, 3888, 15, 0]","[0.0, 303.6058605090002, 816.241779543001, 819.9955507060004]","[0, 260, 694, 695]","[[], [], ['38805486', '26488879', '37768883', '2837758', '4387784', '13965483', '29214508'], ['4387784', '26488879', '7465900', '27840664', '29214508', '38805486', '37768883', '2837758', '13965483']]"
17,94,"['1215116', '3929361', '18025240', '21239672', '19205326', '13966946', '2264455', '437924']",512,617.4263168990001,"[0, 0, 0, 0, 8, 8, 8]","[5183, 3888, 400, 50, 21, 4, 0]","[0.0, 303.7501610110012, 564.4161105210005, 597.0299771059981, 610.5995755699987, 616.4799269860014, 617.4230971889992]","[0, 260, 478, 502, 508, 511, 512]","[[], [], [], [], ['1215116', '3929361', '18025240', '21239672', '19205326', '13966946', '2264455', '437924'], ['1215116', '3929361', '18025240', '21239672', '19205326', '13966946', '2264455', '437924'], ['1215116', '3929361', '18025240', '21239672', '19205326', '13966946', '2264455', '437924']]"
18,99,"['8087082', '2194320', '3504761', '5760247', '18473550', '24341590', '9875570', '4662264', '18810195', '15659108']",571,693.964975728999,"[0, 0, 0, 0, 0, 0, 5, 10]","[5183, 3888, 1038, 331, 123, 63, 15, 0]","[0.0, 303.68461190299786, 565.3344326900005, 639.999301797001, 667.8330854649976, 681.3926194349988, 690.2197798710004, 693.960749935999]","[0, 260, 478, 537, 557, 565, 570, 571]","[[], [], [], [], [], [], ['4662264', '18810195', '5760247', '9875570', '15659108'], ['8087082', '2194320', '3504761', '5760247', '18473550', '24341590', '9875570', '4662264', '18810195', '15659108']]"
19,100,"['14550841', '11289247', '4421787', '4381486', '30714190', '21793890', '32170702', '6472746', '10015292', '92499']",483,574.291900209002,"[0, 0, 5, 8, 10]","[5183, 3888, 45, 5, 0]","[0.0, 303.54812050500186, 564.2687905540006, 573.1520173749996, 574.2890617740013]","[0, 260, 478, 482, 483]","[[], [], ['14550841', '4381486', '30714190', '32170702', '92499'], ['14550841', '11289247', '4381486', '30714190', '21793890', '32170702', '10015292', '92499'], ['14550841', '11289247', '4421787', '4381486', '30714190', '21793890', '32170702', '6472746', '10015292', '92499']]"
20,113,"['3825750', '6157837', '31890716', '1759213', '14121786', '25816994', '8318922', '140098548', '14584755', '44030361']",482,572.8423603280025,"[0, 0, 0, 10]","[5183, 3888, 36, 0]","[0.0, 303.546273295, 564.1078083540015, 572.8398417259996]","[0, 260, 478, 482]","[[], [], [], ['3825750', '6157837', '31890716', '1759213', '14121786', '25816994', '8318922', '140098548', '14584755', '44030361']]"
21,115,"['118215171', '980196', '20690388', '3308636', '41294031', '33872649', '15707049', '21063817', '14290854', '14174055']",610,734.7784026379995,"[0, 0, 0, 0, 0, 0, 10]","[5183, 3888, 1103, 713, 461, 13, 0]","[0.0, 303.57967470899894, 565.2399039880002, 643.4991372500008, 695.1061293169987, 731.4292707509994, 734.7746721149997]","[0, 260, 478, 541, 582, 609, 610]","[[], [], [], [], [], [], ['118215171', '980196', '20690388', '3308636', '41294031', '33872649', '15707049', '21063817', '14290854', '14174055']]"
22,118,"['21956124', '34603465', '4465735', '15578265', '13714201', '4695107', '41120293', '52893592', '6372244', '32454714']",478,565.0042961110012,"[0, 0, 10]","[5183, 3888, 0]","[0.0, 303.6146443459984, 565.0032690949993]","[0, 260, 478]","[[], [], ['21956124', '34603465', '4465735', '15578265', '13714201', '4695107', '41120293', '52893592', '6372244', '32454714']]"
23,124,"['9021186', '57121667', '14319754', '13899137', '44562058', '31363207', '7111021', '4883040', '1986482', '32012666']",695,817.0013567739989,"[0, 0, 7, 10]","[5183, 3888, 10, 0]","[0.0, 303.6505515860008, 816.9390477249981, 817.0003608010011]","[0, 260, 694, 695]","[[], [], ['31363207', '7111021', '14319754', '4883040', '1986482', '32012666', '13899137'], ['9021186', '57121667', '14319754', '13899137', '44562058', '31363207', '7111021', '4883040', '1986482', '32012666']]"
24,127,"['42035464', '11048759', '293661', '24221369', '35231675', '7549811', '21598000', '6386930', '30884033', '18126445']",722,856.0743982169952,"[0, 0, 4, 4, 4, 10]","[5183, 3888, 348, 81, 11, 0]","[0.0, 303.7272905190039, 816.6841156840019, 844.3778301070051, 853.2913618370003, 856.0716614880002]","[0, 260, 694, 715, 721, 722]","[[], [], ['7549811', '35231675', '21598000', '18126445'], ['7549811', '35231675', '21598000', '18126445'], ['7549811', '35231675', '21598000', '18126445'], ['42035464', '11048759', '293661', '24221369', '35231675', '7549811', '21598000', '6386930', '30884033', '18126445']]"
