q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['45638119', '12762485', '16734530', '34066665', '4889228', '4702639', '19358586', '24349992', '7821634', '7583725']",113,522.0852183730167,"[0, 0, 0, 10]","[5183, 5183, 11, 0]","[0.0, 7.189024472609162e-06, 518.7531015800196, 522.0851892890059]","[0, 0, 112, 113]","[[], [], [], ['45638119', '12762485', '16734530', '34066665', '4889228', '4702639', '19358586', '24349992', '7821634', '7583725']]"
11,54,"['49556906', '3973445', '22036571', '9752604', '26025820', '1590744', '38533515', '32408470', '3504761', '24721866']",113,526.8728999929735,"[0, 0, 0, 10]","[5183, 5183, 25, 0]","[0.0, 6.276997737586498e-06, 518.3909370259789, 526.872863542987]","[0, 0, 112, 113]","[[], [], [], ['49556906', '3973445', '22036571', '9752604', '26025820', '1590744', '38533515', '32408470', '3504761', '24721866']]"
12,56,"['15590539', '4459491', '41239107', '22116439', '19079491', '23887844', '20937018', '14434123', '4709641', '18852643']",132,605.3778105179954,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 582, 160, 22, 0]","[0.0, 6.819987902417779e-06, 518.4113871470036, 578.6087594050041, 597.210254753998, 605.3777745269763]","[0, 0, 112, 126, 131, 132]","[[], [], [], [], [], ['15590539', '4459491', '41239107', '22116439', '19079491', '23887844', '20937018', '14434123', '4709641', '18852643']]"
13,57,"['22843616', '16541762', '1605196', '33986200', '14555750', '8150638', '4709641', '21601459', '31882215', '11659421']",123,572.7665042430162,"[0, 0, 0, 0, 10]","[5183, 5183, 399, 25, 0]","[0.0, 8.079019607976079e-06, 518.8921387920273, 564.28106441602, 572.7664655400149]","[0, 0, 112, 122, 123]","[[], [], [], [], ['22843616', '16541762', '1605196', '33986200', '14555750', '8150638', '4709641', '21601459', '31882215', '11659421']]"
14,70,"['28107602', '4389394', '4414547', '21307488', '42489926', '39637840', '7225911', '2582169', '37204802', '5956380']",113,523.9453388169932,"[0, 0, 0, 10]","[5183, 5183, 20, 0]","[0.0, 6.808026228100061e-06, 519.1983358790167, 523.9453101760009]","[0, 0, 112, 113]","[[], [], [], ['28107602', '4389394', '4414547', '21307488', '42489926', '39637840', '7225911', '2582169', '37204802', '5956380']]"
15,72,"['1031534', '11459139', '22174015', '6625693', '9612317', '43419566', '23700330', '3078550', '28651643', '6076903']",241,1115.4620268940052,"[0, 0, 0, 2, 2, 2, 2, 2, 10]","[5183, 5183, 2215, 2213, 838, 321, 56, 15, 0]","[0.0, 6.2610197346657515e-06, 519.1558414040192, 741.5139538840158, 963.5609059600101, 1056.1350189240184, 1093.2434503800177, 1111.7205932340003, 1115.4619903690182]","[0, 0, 112, 161, 210, 229, 237, 240, 241]","[[], [], [], ['1031534', '6076903'], ['1031534', '6076903'], ['1031534', '6076903'], ['1031534', '6076903'], ['1031534', '6076903'], ['1031534', '11459139', '22174015', '6625693', '9612317', '43419566', '23700330', '3078550', '28651643', '6076903']]"
16,75,"['13965483', '25657127', '36233757', '26488879', '38805486', '11419230', '2837758', '4387784', '37768883', '29214508']",154,717.4507723650022,"[0, 0, 0, 0, 10]","[5183, 5183, 1846, 37, 0]","[0.0, 1.3233977369964123e-05, 518.6592633109831, 704.067627122975, 717.4507349089836]","[0, 0, 112, 153, 154]","[[], [], [], [], ['13965483', '25657127', '36233757', '26488879', '38805486', '11419230', '2837758', '4387784', '37768883', '29214508']]"
17,94,"['18074797', '24873253', '1215116', '13966946', '19205326', '3929361', '9254550', '24916604', '6503185', '1805641']",134,629.0144038629951,"[0, 0, 0, 0, 10]","[5183, 5183, 830, 75, 0]","[0.0, 6.980000762268901e-06, 518.0582180500205, 610.5831840390165, 629.0143617010035]","[0, 0, 112, 131, 134]","[[], [], [], [], ['18074797', '24873253', '1215116', '13966946', '19205326', '3929361', '9254550', '24916604', '6503185', '1805641']]"
18,99,"['9588931', '4336849', '8446259', '5260382', '18810195', '1241113', '36180468', '33911859', '10247282', '1568684']",197,905.8924954969843,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1887, 1053, 387, 181, 84, 33, 0]","[0.0, 7.638998795300722e-06, 518.1952709009929, 705.2498306579946, 816.1638339069905, 855.9885385890084, 874.6633350249904, 893.1863867559878, 905.8924545219925]","[0, 0, 112, 154, 178, 188, 193, 196, 197]","[[], [], [], [], [], [], [], [], ['9588931', '4336849', '8446259', '5260382', '18810195', '1241113', '36180468', '33911859', '10247282', '1568684']]"
19,100,"['13116880', '13509809', '12058271', '4421787', '14550841', '10165258', '16728949', '30714190', '18909530', '4381486']",127,583.8928180010116,"[0, 0, 0, 2, 2, 2, 10]","[5183, 5183, 175, 173, 124, 29, 0]","[0.0, 1.1762022040784359e-05, 518.7184452200017, 537.4215839950193, 556.1197557170235, 574.6880200669984, 583.892783326999]","[0, 0, 112, 117, 122, 126, 127]","[[], [], [], ['4381486', '30714190'], ['4381486', '30714190'], ['4381486', '30714190'], ['13116880', '13509809', '12058271', '4421787', '14550841', '10165258', '16728949', '30714190', '18909530', '4381486']]"
20,113,"['6157837', '8318922', '14121786', '1759213', '3825750', '43417006', '25816994', '14584755', '40790033', '44030361']",113,530.5050498640048,"[0, 0, 0, 10]","[5183, 5183, 31, 0]","[0.0, 8.130999049171805e-06, 518.2616109099763, 530.5050197989913]","[0, 0, 112, 113]","[[], [], [], ['6157837', '8318922', '14121786', '1759213', '3825750', '43417006', '25816994', '14584755', '40790033', '44030361']]"
21,115,"['23535770', '33872649', '11616424', '25677651', '1225513', '9669099', '25050969', '39545358', '4942718', '2603304']",195,909.4954113889835,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2377, 537, 384, 127, 51, 47, 0]","[0.0, 7.180991815403104e-06, 518.4581698020047, 758.9771380120073, 814.8411956049968, 854.1497218959848, 872.7556228309986, 891.2962875079829, 909.4953776969924]","[0, 0, 112, 164, 177, 187, 191, 194, 195]","[[], [], [], [], [], [], [], [], ['23535770', '33872649', '11616424', '25677651', '1225513', '9669099', '25050969', '39545358', '4942718', '2603304']]"
22,118,"['33684572', '4465735', '4695107', '31460499', '5922085', '32454714', '2604063', '1103795', '6372244', '2851611']",118,546.1430508430058,"[0, 0, 0, 0, 10]","[5183, 5183, 155, 26, 0]","[0.0, 1.1697993613779545e-05, 518.8112138400029, 537.5076842900016, 546.1430197950103]","[0, 0, 112, 117, 118]","[[], [], [], [], ['33684572', '4465735', '4695107', '31460499', '5922085', '32454714', '2604063', '1103795', '6372244', '2851611']]"
23,124,"['2824347', '32012666', '13899137', '31363207', '7111021', '1986482', '13071728', '39984099', '4883040', '13901073']",113,531.7287773269927,"[0, 0, 0, 10]","[5183, 5183, 33, 0]","[0.0, 7.3029950726777315e-06, 518.9637651270023, 531.7287522219995]","[0, 0, 112, 113]","[[], [], [], ['2824347', '32012666', '13899137', '31363207', '7111021', '1986482', '13071728', '39984099', '4883040', '13901073']]"
24,127,"['7549811', '1546650', '11200685', '18126445', '22405338', '20054396', '35231675', '21598000', '5321708', '24335068']",192,918.7425638429995,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1967, 1171, 248, 55, 32, 0]","[0.0, 6.331974873319268e-06, 518.2193160989846, 722.1525965189794, 850.6818609349721, 887.7084512259753, 906.1738213749777, 918.7425212949747]","[0, 0, 112, 155, 181, 188, 191, 192]","[[], [], [], [], [], [], [], ['7549811', '1546650', '11200685', '18126445', '22405338', '20054396', '35231675', '21598000', '5321708', '24335068']]"
