q,qid,time,id_len,ids
13,57,49.68149856594391,100,"['4407385', '739734', '6947286', '1630949', '29429111', '4709641', '18852643', '20937018', '30351165', '9194077', '36180468', '4459491', '14434123', '22116439', '5260382', '10207180', '24530130', '6722522', '44408494', '3140772', '33986200', '35777860', '10273147', '22185730', '8892905', '15347087', '24989194', '37450671', '11659421', '6826100', '4632921', '17702490', '15945975', '8290760', '6477740', '10795063', '26244918', '57574395', '10190462', '24652030', '665817', '4446814', '1967410', '3583084', '11674288', '18399038', '16939583', '803312', '6157371', '24906548', '27076725', '12443371', '51386222', '46565020', '37722384', '13814480', '10641715', '13293033', '8150638', '6054657', '9675944', '16541762', '24512417', '10786948', '13757347', '35520219', '39545358', '14192687', '21271817', '4405194', '21601459', '12100854', '14555750', '6544701', '36637129', '4399268', '16375102', '19970015', '3360421', '36474', '4416964', '4457834', '7581911', '6079486', '18678095', '21456232', '16839245', '11557602', '13921526', '4679264', '4345605', '14308244', '13189693', '22543403', '38143689', '29422484', '21295300', '5704562', '4505748', '23420615']"
14,70,55.213449557079,100,"['4414547', '5956380', '27240699', '21307488', '28107602', '42489926', '7225911', '2582169', '4389394', '37204802', '25901598', '11903247', '39637840', '9169645', '14460402', '12240507', '10247314', '28249680', '5824955', '26071782', '29429111', '9483851', '21521236', '38919140', '41710132', '5254463', '4460880', '10015292', '26059876', '8083310', '43880096', '6896063', '47018050', '23985464', '21557055', '25682129', '35684881', '502591', '29367554', '36464673', '31624828', '40901687', '9669099', '27949347', '3863543', '13277623', '6784372', '8519911', '15600979', '10279084', '29806339', '26019505', '10365787', '14367469', '34103335', '30224907', '22703082', '21295300', '12762485', '6544701', '20738970', '18399038', '12887068', '7465900', '12909503', '4455466', '24737389', '20725212', '38131471', '31882215', '28271439', '11289247', '9559146', '13614794', '1595617', '19004126', '7426741', '28651643', '16627684', '31293581', '1171121', '11861374', '15521377', '17412260', '12643937', '33667484', '7506409', '8925851', '39225849', '213017', '7487927', '6670101', '10485142', '13763195', '25623469', '18810195', '18358026', '20381484', '14178995', '10494012']"
15,72,48.66832543397322,100,"['25001628', '16546131', '6076903', '29073751', '35008773', '3973445', '14296612', '30884033', '1031534', '13639330', '5633876', '26374799', '26019505', '14492964', '18231257', '2682997', '11831598', '39763465', '38380061', '10937190', '25928548', '17119869', '5573975', '39291138', '8208212', '22509015', '18038250', '3506723', '5503194', '23393712', '30675656', '27569370', '34735369', '20935673', '4423559', '7093809', '18575183', '4417558', '4325137', '19485649', '33912020', '17017465', '20675284', '6784372', '21564598', '226488', '20183360', '40383969', '18489989', '42565477', '20179918', '20028729', '4394817', '7688110', '51817902', '23208167', '2754534', '24496245', '4343437', '317204', '21219071', '18126445', '735130', '5953485', '23863576', '14333540', '30297355', '106301', '11721676', '2991954', '28071965', '4345605', '10009203', '13936152', '14105446', '13963620', '12800122', '15816729', '15983148', '38727075', '28086354', '36547290', '2053540', '9379687', '25623469', '86602746', '9420732', '16128711', '43661837', '4418269', '14225271', '9634465', '5409905', '6268106', '12030318', '11902109', '36708463', '28928964', '19970015', '22682497']"
16,75,56.598767885006964,100,"['4387784', '7465900', '13965483', '17464771', '25657127', '37362689', '2904102', '44409062', '4406819', '37768883', '36233757', '38805486', '29214508', '26488879', '2837758', '22703082', '8654183', '20330519', '24705390', '2052720', '39550665', '14729253', '6836086', '24550453', '11419230', '2617858', '14155726', '46346525', '22042345', '23342686', '11603066', '5966635', '6636088', '12428814', '9889151', '1744752', '5473074', '1225513', '7481159', '23440856', '27731651', '1834762', '1234098', '6669242', '19313533', '29367554', '16927286', '41900731', '13790144', '22036571', '24928817', '23573229', '26283293', '19149247', '23938319', '18695970', '41928290', '24706198', '7260461', '21383026', '27900414', '25878014', '16461149', '2494748', '53302393', '17731780', '22896970', '24311787', '20707861', '44947611', '39389082', '31387717', '12149169', '15305881', '25483562', '26625002', '22820637', '22561064', '36962270', '31407112', '36540079', '13578199', '350542', '34258065', '27396415', '5800138', '6863070', '1914588', '8570478', '2099400', '86326468', '22623275', '25062868', '35612665', '11721286', '35085326', '22191759', '4425507', '41165286', '40769868']"
17,94,60.105139842955396,100,"['5956016', '3930020', '3619931', '3716075', '1215116', '18025240', '3896759', '18592108', '30741007', '7655029', '13966946', '6503185', '12409683', '1805641', '26124606', '341324', '21479231', '31363207', '6491532', '14337960', '2274272', '42782688', '25612629', '18321590', '7433668', '10526279', '17482507', '23801039', '40500438', '15476777', '20428155', '6559701', '46765242', '67787658', '14831629', '39443128', '6157837', '14834714', '24721347', '583260', '29321530', '28644298', '32001951', '22995579', '22057077', '5402581', '13948920', '14482051', '45401535', '1428830', '31884697', '5114940', '33733520', '13624704', '2492146', '15215393', '4961038', '10542877', '33884866', '11481946', '9167230', '3355397', '4429932', '9600826', '21258863', '30805636', '46926352', '8702697', '34439544', '28334217', '15322518', '38886345', '86326468', '140907540', '22908536', '37248765', '5099266', '23649163', '12471115', '2042250', '23195674', '20754359', '37628989', '29634262', '15966318', '13205096', '6535392', '3710557', '2097256', '4680262', '10660080', '21414718', '21114100', '15953181', '712078', '2522977', '6625693', '4729644', '6826636', '13162391']"
18,99,52.51621745200828,100,"['47240151', '12240507', '18810195', '9875570', '12265561', '14275671', '25515662', '20620012', '44640124', '3155374', '15491404', '28195565', '14492964', '18467982', '888896', '7165938', '23698769', '33912020', '323030', '6540064', '9505448', '24995939', '7729656', '10450725', '31107919', '16270577', '23938319', '40760684', '11256632', '16705338', '2158516', '20649327', '21221346', '12588500', '14155726', '6712836', '23078022', '16319097', '2576811', '46816158', '17939443', '4425507', '5436081', '2727303', '15215393', '37643601', '6903077', '14367469', '26011884', '11291348', '26488879', '25657127', '21754541', '40901687', '24185667', '1225513', '5473074', '29107180', '6386930', '16128711', '12956194', '665817', '8903143', '15659108', '36180468', '7029990', '41900731', '42708716', '140874', '8305686', '6969753', '6788835', '1546650', '2053540', '3981729', '25682129', '15778034', '13036442', '39929509', '11083121', '4067274', '33720691', '19004126', '10555591', '43890638', '43048059', '8536018', '17755060', '14180565', '15563864', '23513818', '27403802', '1574014', '35760786', '13956305', '9513785', '21884059', '67787658', '719812', '3829232']"
19,100,53.48606534907594,100,"['4381486', '18909530', '13116880', '4421787', '11289247', '11951999', '16728949', '10526279', '8083310', '6812319', '4398832', '38127792', '4364884', '22948960', '12871002', '5373138', '12100854', '27910499', '17601006', '21676556', '17805221', '6472746', '8747771', '16686383', '493346', '6333347', '10365787', '9038803', '4391817', '28271439', '37249641', '11141995', '4254064', '14550841', '24558930', '25550665', '31166180', '24498673', '21170174', '25041967', '14205246', '335029', '8148122', '18374364', '32170702', '4366738', '92499', '30714190', '12315072', '9076196', '13048272', '13980338', '5782614', '1848452', '4343437', '10165258', '25516011', '5415832', '12130067', '34982259', '10015292', '7583161', '1944452', '5107861', '8724666', '11900630', '3863543', '243694', '4335423', '42787108', '3321943', '23727313', '40234452', '20045514', '90064424', '1641873', '33989422', '14717213', '503050', '16736883', '28614776', '3173489', '17271462', '2853291', '30152134', '26501027', '11674288', '25985964', '23190392', '2701077', '6000423', '13509809', '22973574', '9154703', '4407318', '3400973', '22186938', '7114092', '279052', '13759726']"
20,113,55.289454945130274,100,"['1759213', '8814634', '10582939', '18199839', '23983289', '6259170', '6157837', '43417006', '14584755', '44030361', '26199970', '27665523', '8318922', '40790033', '2522977', '14121786', '23377475', '8446259', '140098548', '3825750', '8839502', '43557480', '13619127', '33409100', '202259', '41298619', '9288638', '24640046', '19828689', '238409', '6250701', '24998764', '21767325', '12549585', '356218', '24408040', '13625993', '4506414', '20473074', '25816994', '35724562', '21616324', '45447613', '12451492', '31890716', '5573975', '16355392', '27545868', '26025820', '20287253', '26089649', '21369472', '32463364', '22730024', '26341063', '6525844', '3067015', '22420524', '31889025', '27466734', '25643818', '22236223', '15925931', '12206390', '27428509', '7873737', '2842550', '33118292', '1711571', '471921', '43311750', '37916361', '21239672', '37619697', '44672703', '4445629', '7757997', '21553394', '17097974', '15615957', '583260', '25388309', '37336085', '5691302', '13398997', '195317463', '24155601', '23439808', '30639847', '3205945', '38630735', '15984735', '14606752', '6334188', '68317730', '29723642', '15081770', '8529693', '13445579', '4709641']"
21,115,52.439623959129676,100,"['4406819', '17464771', '8063697', '40476126', '7711685', '2841164', '12662435', '33872649', '25677651', '24746892', '36345578', '12489688', '21439293', '1234098', '5500086', '2543135', '4942718', '12100963', '21644993', '6788835', '6173523', '10617916', '36497180', '2526777', '34760396', '1583041', '1292369', '35321950', '33835579', '7230315', '31460499', '9878167', '22401061', '30844602', '22371455', '24524403', '4928282', '7485455', '1349033', '253672', '195680777', '7717468', '7764903', '10071590', '695938', '37118634', '14408200', '23686039', '2236768', '8069939', '79231308', '35004872', '84784389', '9977329', '18236313', '12471115', '935034', '3883485', '196664003', '2274272', '19756935', '30292811', '39668245', '18855191', '4993011', '4429932', '3038933', '12966719', '19204979', '7093809', '15593561', '20659283', '17088791', '10068634', '24989194', '18207615', '20761364', '22130056', '27768226', '1320137', '18576103', '1569031', '41022628', '13916951', '16398827', '825728', '6040392', '5132461', '40584205', '5099266', '39391953', '30492966', '22544171', '22490293', '38037690', '18938992', '70490', '28025754', '5633957', '37641175']"
22,118,52.46690832916647,100,"['6372244', '1022115', '33684572', '17464771', '4465735', '32454714', '20148808', '12658073', '5922085', '15578265', '34603465', '7735859', '41165286', '26702468', '52805891', '42693833', '40096222', '25878014', '31460499', '4695107', '1103795', '33918970', '21239672', '21956124', '2604063', '4492358', '41120293', '3272084', '90756514', '27438378', '1769799', '24896957', '29023309', '3376731', '31682248', '10463997', '6723450', '6407356', '40935722', '11721286', '2460304', '18841257', '18348376', '3929361', '6491532', '350542', '42782688', '13965483', '10675756', '4303939', '41329906', '11921405', '19497526', '36497180', '15274349', '14803797', '38043606', '118568', '32159283', '15983982', '33387953', '6421792', '5800138', '18956141', '28647122', '6923961', '28264919', '46602807', '21644993', '6173523', '25014337', '24177706', '36345185', '13732033', '14290854', '11254040', '29947146', '13714201', '24088502', '25045244', '4336849', '40901687', '20132778', '5270265', '26731863', '3710557', '8398627', '32533299', '33370', '13905670', '14461101', '29423324', '10703001', '47018050', '34733465', '1428830', '11935250', '20960682', '17223891', '5304891']"
23,124,57.18243412091397,100,"['14319754', '13914633', '14395738', '10648422', '37444589', '5398179', '28821565', '11254040', '4883040', '7111021', '32012666', '31363207', '13899137', '374902', '1986482', '46353045', '8294009', '13071728', '57121667', '341324', '13901073', '35087728', '45461275', '11230569', '14260013', '21479231', '20188586', '31562330', '39984099', '5752492', '21878751', '1386103', '16066726', '7230315', '11837657', '15319019', '2319305', '24943534', '17077004', '28806780', '44562058', '437924', '708425', '1259359', '21186109', '22414304', '25049067', '2274272', '25045244', '22968257', '28738741', '24241932', '22908536', '16787954', '15997009', '4424888', '32909242', '7224723', '2824347', '4246523', '30774694', '7433668', '34615397', '26751583', '33835579', '18321590', '26124606', '24795767', '22194407', '25897733', '22227889', '23531592', '24082820', '601033', '20471181', '13469921', '23915841', '13798951', '26038789', '4373433', '38830961', '25014337', '8563659', '20864487', '4270992', '16472469', '5548081', '23897346', '32023005', '18268012', '8670178', '581832', '33723822', '27910499', '42065070', '991139', '6334188', '39443128', '21216726', '38805486']"
24,127,51.2764527508989,100,"['21598000', '35231675', '7549811', '1546650', '42035464', '8087082', '4429388', '26283293', '5473074', '1320137', '293661', '22896970', '38528892', '11603066', '25001628', '11048759', '152245', '3829232', '9881829', '22938539', '23938319', '25263810', '14119470', '4037034', '22767022', '3765739', '11359243', '22937651', '15593561', '22029384', '8453819', '2474731', '23100962', '11181416', '29125354', '23513818', '38623601', '5785219', '493346', '16745747', '24177706', '21414718', '15488881', '38587347', '28644298', '37727521', '13921783', '32250572', '21307488', '5922085', '7898952', '6501747', '8533245', '30543439', '24928817', '8496132', '13910150', '6947286', '10485142', '46153874', '21754541', '30208015', '36464673', '20420780', '41620295', '7878807', '5484763', '21943141', '35760786', '16208091', '35684881', '3118719', '33920995', '8677721', '10423989', '600437', '29098525', '30261663', '19661996', '23305884', '4423220', '44947611', '9301606', '24185667', '12225214', '20943272', '30224907', '21219071', '7482674', '20649327', '23727313', '5273056', '14461101', '15655418', '40090058', '39545358', '14972169', '24586989', '16627684', '13069283']"
