q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['4429118', '13069283', '24349992', '21439640', '19358586', '7583725', '7795952', '45638119', '16734530', '7821634']",291,346.57209536002483,"[0, 0, 0, 10]","[5183, 5183, 12, 0]","[0.0, 9.000999853014946e-06, 343.3232222070219, 346.5720584689989]","[0, 0, 290, 291]","[[], [], [], ['4429118', '13069283', '24349992', '21439640', '19358586', '7583725', '7795952', '45638119', '16734530', '7821634']]"
11,54,"['38533515', '24721866', '3973445', '23974474', '3419709', '49556906', '32408470', '1590744', '3504761', '14874811']",295,349.2417295839987,"[0, 0, 0, 8, 10]","[5183, 5183, 25, 3, 0]","[0.0, 7.077993359416723e-06, 343.212741905998, 348.64209963503527, 349.2416974680382]","[0, 0, 290, 294, 295]","[[], [], [], ['24721866', '3973445', '23974474', '3419709', '49556906', '32408470', '3504761', '14874811'], ['38533515', '24721866', '3973445', '23974474', '3419709', '49556906', '32408470', '1590744', '3504761', '14874811']]"
12,56,"['6477740', '24512417', '6544701', '21271817', '11659421', '4416964', '22843616', '6054657', '4709641', '6826100']",297,352.96021185902646,"[0, 0, 0, 0, 10]","[5183, 5183, 62, 12, 0]","[0.0, 8.977018296718597e-06, 344.0687962520169, 349.4989271730301, 352.96017777197994]","[0, 0, 290, 296, 297]","[[], [], [], [], ['6477740', '24512417', '6544701', '21271817', '11659421', '4416964', '22843616', '6054657', '4709641', '6826100']]"
13,57,"['11674288', '35777860', '4459491', '4632921', '11659421', '19970015', '13293033', '33986200', '36637129', '4709641']",296,348.54883382603293,"[0, 0, 0, 10]","[5183, 5183, 63, 0]","[0.0, 7.8550074249506e-06, 343.07244922500104, 348.5488017249736]","[0, 0, 290, 296]","[[], [], [], ['11674288', '35777860', '4459491', '4632921', '11659421', '19970015', '13293033', '33986200', '36637129', '4709641']]"
14,70,"['7225911', '42489926', '9169645', '4414547', '37204802', '28107602', '5956380', '25901598', '4389394', '39637840']",290,342.87367358396295,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 6.116984877735376e-06, 342.87363554898184]","[0, 0, 290]","[[], [], ['7225911', '42489926', '9169645', '4414547', '37204802', '28107602', '5956380', '25901598', '4389394', '39637840']]"
15,72,"['5785219', '1031534', '116792', '7039855', '23974474', '6076903', '2119889', '36345185', '6625693', '19843244']",447,533.9150073250057,"[0, 0, 0, 0, 0, 0, 0, 6, 10]","[5183, 5183, 1892, 456, 130, 83, 22, 14, 0]","[0.0, 6.844988092780113e-06, 343.61829459195724, 472.4690705409739, 506.35737745196093, 516.4363754359656, 524.91243337997, 530.3104793879902, 533.9149701140122]","[0, 0, 290, 397, 425, 435, 442, 446, 447]","[[], [], [], [], [], [], [], ['6076903', '1031534', '36345185', '6625693', '19843244', '7039855'], ['5785219', '1031534', '116792', '7039855', '23974474', '6076903', '2119889', '36345185', '6625693', '19843244']]"
16,75,"['25657127', '393001', '26488879', '13965483', '38805486', '37768883', '2837758', '4387784', '29214508', '36233757']",357,422.5417393789976,"[0, 0, 0, 0, 10]","[5183, 5183, 1140, 12, 0]","[0.0, 1.0636984370648861e-05, 342.60118965699803, 419.4158667640295, 422.54170246300055]","[0, 0, 290, 356, 357]","[[], [], [], [], ['25657127', '393001', '26488879', '13965483', '38805486', '37768883', '2837758', '4387784', '29214508', '36233757']]"
17,94,"['1215116', '18074797', '32390525', '22414304', '25953438', '2048139', '17925632', '5710820', '4999387', '32012666']",331,392.4611736420193,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 481, 148, 19, 0]","[0.0, 7.4589625000953674e-06, 342.8320541009889, 376.715369832993, 387.9508496010094, 392.4611337299575]","[0, 0, 290, 319, 330, 331]","[[], [], [], [], [], ['1215116', '18074797', '32390525', '22414304', '25953438', '2048139', '17925632', '5710820', '4999387', '32012666']]"
18,99,"['38300781', '15570691', '26283293', '24554740', '2613411', '9875570', '26491450', '8093935', '36180468', '14119470']",455,538.0219703059993,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1444, 691, 309, 141, 70, 28, 19, 0]","[0.0, 7.384049240499735e-06, 343.4619772210135, 439.9305319280247, 488.1451028260053, 512.5314658190473, 522.734295028029, 528.1033719489933, 533.4694210830494, 538.0219336040318]","[0, 0, 290, 373, 414, 434, 444, 450, 454, 455]","[[], [], [], [], [], [], [], [], [], ['38300781', '15570691', '26283293', '24554740', '2613411', '9875570', '26491450', '8093935', '36180468', '14119470']]"
19,100,"['14550841', '30714190', '52868579', '21170174', '16108876', '4398832', '37249641', '13116880', '92499', '4381486']",320,381.70188672695076,"[0, 0, 0, 5, 5, 5, 10]","[5183, 5183, 262, 91, 43, 11, 0]","[0.0, 1.0464980732649565e-05, 344.1913838269538, 363.7770459759631, 373.6962317620055, 379.0398860789719, 381.7018477519741]","[0, 0, 290, 307, 314, 319, 320]","[[], [], [], ['14550841', '16108876', '30714190', '92499', '4381486'], ['14550841', '16108876', '30714190', '92499', '4381486'], ['14550841', '16108876', '30714190', '92499', '4381486'], ['14550841', '30714190', '52868579', '21170174', '16108876', '4398832', '37249641', '13116880', '92499', '4381486']]"
20,113,"['6157837', '25816994', '8839502', '44030361', '4678846', '14584755', '8318922', '43417006', '27665523', '1759213']",297,352.2451436119736,"[0, 0, 0, 9, 10]","[5183, 5183, 58, 11, 0]","[0.0, 1.1609983630478382e-05, 343.73764337803004, 349.2460009090137, 352.2451121630147]","[0, 0, 290, 296, 297]","[[], [], [], ['6157837', '25816994', '8839502', '44030361', '4678846', '14584755', '8318922', '43417006', '1759213'], ['6157837', '25816994', '8839502', '44030361', '4678846', '14584755', '8318922', '43417006', '27665523', '1759213']]"
21,115,"['1234098', '41314611', '3078550', '33872649', '18855191', '22159299', '23576165', '30805636', '2048139', '25677651']",470,556.6999094740022,"[0, 0, 0, 0, 0, 0, 0, 9, 10]","[5183, 5183, 2056, 593, 270, 69, 21, 6, 0]","[0.0, 8.59599094837904e-06, 343.1335571729578, 481.79184897697996, 524.5544896469801, 544.2240643419791, 549.6924201439833, 555.100752631959, 556.699870966957]","[0, 0, 290, 407, 442, 459, 465, 469, 470]","[[], [], [], [], [], [], [], ['1234098', '41314611', '3078550', '33872649', '18855191', '22159299', '23576165', '2048139', '25677651'], ['1234098', '41314611', '3078550', '33872649', '18855191', '22159299', '23576165', '30805636', '2048139', '25677651']]"
22,118,"['4465735', '32454714', '42693833', '6372244', '33918970', '20148808', '52805891', '34603465', '4695107', '31460499']",295,350.11647259199526,"[0, 0, 8, 8, 10]","[5183, 5183, 26, 3, 0]","[0.0, 1.0492047294974327e-05, 344.1310768050025, 349.4623492770479, 350.1164301910321]","[0, 0, 290, 294, 295]","[[], [], ['4465735', '32454714', '6372244', '33918970', '52805891', '34603465', '4695107', '31460499'], ['4465735', '32454714', '6372244', '33918970', '52805891', '34603465', '4695107', '31460499'], ['4465735', '32454714', '42693833', '6372244', '33918970', '20148808', '52805891', '34603465', '4695107', '31460499']]"
23,124,"['7111021', '31363207', '374902', '13899137', '39984099', '1986482', '13901073', '4883040', '14319754', '32012666']",295,352.0665859109722,"[0, 0, 0, 0, 10]","[5183, 5183, 24, 11, 0]","[0.0, 9.047973435372114e-06, 343.44207820197335, 349.06574227497913, 352.0665499949828]","[0, 0, 290, 294, 295]","[[], [], [], [], ['7111021', '31363207', '374902', '13899137', '39984099', '1986482', '13901073', '4883040', '14319754', '32012666']]"
24,127,"['21598000', '38528892', '7549811', '1371440', '11419230', '35231675', '42035464', '18126445', '20054396', '14119470']",378,450.13823098503053,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1118, 165, 77, 31, 16, 0]","[0.0, 7.278984412550926e-06, 342.9292915210244, 419.5242350210319, 434.2745178419864, 440.8945992460358, 446.1974907660042, 450.1381986379856]","[0, 0, 290, 354, 366, 373, 377, 378]","[[], [], [], [], [], [], [], ['21598000', '38528892', '7549811', '1371440', '11419230', '35231675', '42035464', '18126445', '20054396', '14119470']]"
