q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['45638119', '4889228', '2931832', '16734530', '7583725', '8963413', '21439640', '24349992', '19358586', '4820792']",547,647.490189322969,"[0, 0, 4, 10]","[5183, 5183, 9, 0]","[0.0, 5.222042091190815e-06, 645.1946046520025, 647.4901629179949]","[0, 0, 546, 547]","[[], [], ['24349992', '19358586', '7583725', '45638119'], ['45638119', '4889228', '2931832', '16734530', '7583725', '8963413', '21439640', '24349992', '19358586', '4820792']]"
11,54,"['9752604', '22036571', '1590744', '49556906', '24721866', '7005276', '32408470', '3504761', '3973445', '14874811']",547,647.1632821030216,"[0, 0, 7, 10]","[5183, 5183, 4, 0]","[0.0, 6.829970516264439e-06, 646.1873157540103, 647.1632510200143]","[0, 0, 546, 547]","[[], [], ['9752604', '1590744', '22036571', '7005276', '3504761', '3973445', '49556906'], ['9752604', '22036571', '1590744', '49556906', '24721866', '7005276', '32408470', '3504761', '3973445', '14874811']]"
12,56,"['34753204', '12443371', '4709641', '1727042', '35777860', '18852643', '11659421', '4311206', '36637129', '52868579']",289,356.2238743060734,"[0, 0, 0, 8, 10]","[5183, 5183, 120, 11, 0]","[0.0, 6.977003067731857e-06, 329.5496767280856, 352.5649106480414, 356.22383968008216]","[0, 0, 274, 288, 289]","[[], [], [], ['34753204', '12443371', '4709641', '1727042', '18852643', '11659421', '4311206', '52868579'], ['34753204', '12443371', '4709641', '1727042', '35777860', '18852643', '11659421', '4311206', '36637129', '52868579']]"
13,57,"['4709641', '11674288', '20937018', '17702490', '35777860', '18852643', '11659421', '13293033', '13814480', '30351165']",285,345.3831545889843,"[0, 0, 0, 3, 10]","[5183, 5183, 80, 15, 0]","[0.0, 7.651979103684425e-06, 328.01303565397393, 341.61121188895777, 345.38312431704253]","[0, 0, 274, 284, 285]","[[], [], [], ['11659421', '4709641', '20937018'], ['4709641', '11674288', '20937018', '17702490', '35777860', '18852643', '11659421', '13293033', '13814480', '30351165']]"
14,70,"['28107602', '37204802', '25901598', '5254463', '7225911', '27240699', '5956380', '4389394', '42489926', '4414547']",818,962.6748683589976,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 6.677000783383846e-06, 962.6748373149894]","[0, 0, 818]","[[], [], ['28107602', '37204802', '25901598', '5254463', '7225911', '27240699', '5956380', '4389394', '42489926', '4414547']]"
15,72,"['6076903', '1275505', '16511863', '30553457', '14171859', '381602', '1031534', '22180793', '20690388', '45336190']",595,720.5930843399838,"[0, 0, 2, 2, 2, 2, 2, 10]","[5183, 5183, 501, 144, 100, 50, 9, 0]","[0.0, 5.405978299677372e-06, 645.7978742970154, 683.2788772860076, 696.9236184100155, 707.9748503610026, 716.9211352219572, 720.5930467629805]","[0, 0, 546, 574, 583, 590, 594, 595]","[[], [], ['1031534', '6076903'], ['1031534', '6076903'], ['1031534', '6076903'], ['1031534', '6076903'], ['1031534', '6076903'], ['6076903', '1275505', '16511863', '30553457', '14171859', '381602', '1031534', '22180793', '20690388', '45336190']]"
16,75,"['29214508', '2837758', '26488879', '4387784', '25657127', '37768883', '13965483', '36233757', '38805486']",819,963.3189219629858,"[0, 0, 9, 9]","[5183, 5183, 2, 0]","[0.0, 7.89598561823368e-06, 962.8237929460593, 963.3188829179853]","[0, 0, 818, 819]","[[], [], ['29214508', '2837758', '26488879', '4387784', '25657127', '37768883', '13965483', '36233757', '38805486'], ['29214508', '2837758', '26488879', '4387784', '25657127', '37768883', '13965483', '36233757', '38805486']]"
17,94,"['601033', '9904546', '7370282', '14092737', '22635278', '12428497', '3929361', '1215116', '16787954', '32390525']",325,396.5796198740136,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 786, 99, 11, 0]","[0.0, 7.229973562061787e-06, 327.76018036692403, 382.61885713995434, 393.540318896994, 396.5795855129836]","[0, 0, 274, 317, 324, 325]","[[], [], [], [], [], ['601033', '9904546', '7370282', '14092737', '22635278', '12428497', '3929361', '1215116', '16787954', '32390525']]"
18,99,"['24221369', '11041152', '17333231', '22003328', '17695748', '1320137', '18810195', '46193478', '20943272', '9875570']",391,479.15929962403607,"[0, 0, 0, 0, 0, 3, 10]","[5183, 5183, 1663, 292, 86, 13, 0]","[0.0, 7.847091183066368e-06, 328.05916352104396, 436.9751844260609, 460.18193761608563, 473.9740237070946, 479.1592589690117]","[0, 0, 274, 363, 380, 390, 391]","[[], [], [], [], [], ['9875570', '18810195', '20943272'], ['24221369', '11041152', '17333231', '22003328', '17695748', '1320137', '18810195', '46193478', '20943272', '9875570']]"
19,100,"['16108876', '24558930', '22405338', '17805221', '30714190', '4398832', '18909530', '4381486', '10015292', '92499']",547,650.1637215709779,"[0, 0, 7, 10]","[5183, 5183, 19, 0]","[0.0, 9.655021131038666e-06, 645.5930660649901, 650.1636961139739]","[0, 0, 546, 547]","[[], [], ['18909530', '24558930', '4381486', '30714190', '10015292', '4398832', '92499'], ['16108876', '24558930', '22405338', '17805221', '30714190', '4398832', '18909530', '4381486', '10015292', '92499']]"
20,113,"['14121786', '14584755', '44030361', '25816994', '1759213', '25687558', '3825750', '26199970', '43417006', '6157837']",281,340.1366732859751,"[0, 0, 0, 0, 10]","[5183, 5183, 83, 11, 0]","[0.0, 5.739973857998848e-06, 328.2754717990756, 337.14945623197127, 340.1366483330494]","[0, 0, 274, 280, 281]","[[], [], [], [], ['14121786', '14584755', '44030361', '25816994', '1759213', '25687558', '3825750', '26199970', '43417006', '6157837']]"
21,115,"['21789744', '8460275', '10450725', '27260630', '33872649', '1234098', '16532419', '24525112', '4942718', '1360607']",310,377.90432912902907,"[0, 0, 0, 0, 10]","[5183, 5183, 635, 19, 0]","[0.0, 7.538008503615856e-06, 328.28195220197085, 373.36081360606477, 377.90430394897703]","[0, 0, 274, 309, 310]","[[], [], [], [], ['21789744', '8460275', '10450725', '27260630', '33872649', '1234098', '16532419', '24525112', '4942718', '1360607']]"
22,118,"['31460499', '4465735', '32454714', '52805891', '4695107', '41120293', '6372244', '1103795', '15578265', '20148808']",819,965.4808516509365,"[0, 0, 9, 10]","[5183, 5183, 8, 0]","[0.0, 6.883987225592136e-06, 963.4846069059568, 965.4808195449878]","[0, 0, 818, 819]","[[], [], ['31460499', '4465735', '32454714', '4695107', '41120293', '6372244', '1103795', '15578265', '20148808'], ['31460499', '4465735', '32454714', '52805891', '4695107', '41120293', '6372244', '1103795', '15578265', '20148808']]"
23,124,"['13899137', '31363207', '7111021', '374902', '57121667', '13071728', '16787954', '44562058', '32012666', '4883040']",547,648.6719903519843,"[0, 0, 7, 10]","[5183, 5183, 4, 0]","[0.0, 7.26897269487381e-06, 647.4635143899359, 648.6719585399842]","[0, 0, 546, 547]","[[], [], ['13899137', '16787954', '44562058', '31363207', '32012666', '7111021', '4883040'], ['13899137', '31363207', '7111021', '374902', '57121667', '13071728', '16787954', '44562058', '32012666', '4883040']]"
24,127,"['30884033', '22029384', '5760247', '38300781', '21598000', '7878807', '7549811', '20054396', '35231675', '11419230']",577,695.8335280120373,"[0, 0, 6, 6, 7, 10]","[5183, 5183, 425, 38, 16, 0]","[0.0, 7.1160029619932175e-06, 645.664730413002, 678.2478497859556, 691.8385554340202, 695.8334966950351]","[0, 0, 546, 570, 576, 577]","[[], [], ['21598000', '7878807', '7549811', '30884033', '20054396', '35231675'], ['21598000', '7878807', '7549811', '30884033', '20054396', '35231675'], ['21598000', '7878807', '7549811', '30884033', '20054396', '35231675', '11419230'], ['30884033', '22029384', '5760247', '38300781', '21598000', '7878807', '7549811', '20054396', '35231675', '11419230']]"
