q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
14,70,"['25901598', '7225911', '7465900', '4414547', '5956380', '2582169', '42489926', '28107602', '21557055', '37204802']",435,516.4644264029339,"[0, 0, 0, 10]","[5183, 5183, 12, 0]","[0.0, 7.939059287309647e-06, 512.9725869880058, 516.464388026041]","[0, 0, 434, 435]","[[], [], [], ['25901598', '7225911', '7465900', '4414547', '5956380', '2582169', '42489926', '28107602', '21557055', '37204802']]"
15,72,"['4447055', '12640810', '21221346', '39763465', '33912020', '6076903', '14492964', '16790253', '1031534', '35008773']",445,530.6396665399661,"[0, 0, 1, 1, 1, 10]","[5183, 5183, 53, 23, 11, 0]","[0.0, 7.460941560566425e-06, 514.3815675369697, 521.3020837049698, 528.0241507919272, 530.6396221629111]","[0, 0, 434, 440, 444, 445]","[[], [], ['1031534'], ['1031534'], ['1031534'], ['4447055', '12640810', '21221346', '39763465', '33912020', '6076903', '14492964', '16790253', '1031534', '35008773']]"
16,75,"['26488879', '36233757', '2617858', '29214508', '25657127', '4387784', '38805486', '8654183', '13965483', '37768883']",435,514.302175831981,"[0, 0, 9, 10]","[5183, 5183, 4, 0]","[0.0, 6.963964551687241e-06, 513.289954579901, 514.3021369209746]","[0, 0, 434, 435]","[[], [], ['26488879', '36233757', '2617858', '29214508', '25657127', '4387784', '38805486', '13965483', '37768883'], ['26488879', '36233757', '2617858', '29214508', '25657127', '4387784', '38805486', '8654183', '13965483', '37768883']]"
17,94,"['1215116', '10617916', '4999387', '341324', '31562330', '6503185', '13966946', '1349033', '8294009', '7655029']",481,574.973227415001,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 435, 39, 27, 0]","[0.0, 8.7380176410079e-06, 513.5346291910391, 560.5013852500124, 568.0680060710292, 574.9731845150236]","[0, 0, 434, 472, 477, 481]","[[], [], [], [], [], ['1215116', '10617916', '4999387', '341324', '31562330', '6503185', '13966946', '1349033', '8294009', '7655029']]"
18,99,"['9588931', '2754534', '25515662', '16705338', '502591', '8331432', '11256632', '18810195', '8446259', '38300781']",565,675.4210090150591,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1080, 309, 95, 19, 0]","[0.0, 9.710900485515594e-06, 513.3619489059784, 624.2397510439623, 659.2952249919763, 670.8911724149948, 675.4209740859224]","[0, 0, 434, 526, 554, 564, 565]","[[], [], [], [], [], [], ['9588931', '2754534', '25515662', '16705338', '502591', '8331432', '11256632', '18810195', '8446259', '38300781']]"
19,100,"['2701077', '4381486', '18909530', '3400973', '18374364', '30714190', '24558930', '14205246', '6472746', '14550841']",465,555.300200644997,"[0, 0, 3, 3, 10]","[5183, 5183, 306, 27, 0]","[0.0, 8.765025995671749e-06, 513.8828233879758, 548.5741816189839, 555.3001576690003]","[0, 0, 434, 461, 465]","[[], [], ['30714190', '24558930', '4381486'], ['30714190', '24558930', '4381486'], ['2701077', '4381486', '18909530', '3400973', '18374364', '30714190', '24558930', '14205246', '6472746', '14550841']]"
20,113,"['25816994', '43417006', '140098548', '4678846', '6157837', '1759213', '14584755', '44030361', '14121786', '26199970']",439,518.3762726050336,"[0, 0, 7, 10]","[5183, 5183, 38, 0]","[0.0, 8.285976946353912e-06, 511.4270082078874, 518.3762296419591]","[0, 0, 434, 439]","[[], [], ['25816994', '140098548', '1759213', '6157837', '4678846', '14584755', '43417006'], ['25816994', '43417006', '140098548', '4678846', '6157837', '1759213', '14584755', '44030361', '14121786', '26199970']]"
21,115,"['28264919', '4394525', '33872649', '1769799', '25677651', '6157837', '4942718', '20602517', '3690068', '25602549']",503,602.8404352630023,"[0, 0, 0, 0, 0, 6, 10]","[5183, 5183, 656, 78, 26, 6, 0]","[0.0, 1.233397051692009e-05, 514.7315532990033, 583.228151104995, 594.7402687499998, 601.4261361089302, 602.8403955160175]","[0, 0, 434, 490, 498, 502, 503]","[[], [], [], [], [], ['25677651', '4394525', '6157837', '20602517', '3690068', '33872649'], ['28264919', '4394525', '33872649', '1769799', '25677651', '6157837', '4942718', '20602517', '3690068', '25602549']]"
22,118,"['20148808', '52805891', '31460499', '32454714', '4465735', '4695107', '6372244', '42693833', '21956124']",471,560.324329016963,"[0, 0, 8, 8, 9]","[5183, 5183, 409, 6, 0]","[0.0, 1.1463998816907406e-05, 514.2767757560359, 558.8892819569446, 560.3242959140334]","[0, 0, 434, 470, 471]","[[], [], ['20148808', '52805891', '31460499', '32454714', '4465735', '4695107', '6372244', '42693833'], ['20148808', '52805891', '31460499', '32454714', '4465735', '4695107', '6372244', '42693833'], ['20148808', '52805891', '31460499', '32454714', '4465735', '4695107', '6372244', '42693833', '21956124']]"
23,124,"['57121667', '21479231', '7111021', '13899137', '4883040', '341324', '28806780', '32012666', '31363207', '20188586']",439,523.6129202439915,"[0, 0, 5, 5, 10]","[5183, 5183, 27, 6, 0]","[0.0, 9.173993021249771e-06, 514.5021820050897, 521.9253496340243, 523.6128928870894]","[0, 0, 434, 438, 439]","[[], [], ['7111021', '32012666', '31363207', '13899137', '4883040'], ['7111021', '32012666', '31363207', '13899137', '4883040'], ['57121667', '21479231', '7111021', '13899137', '4883040', '341324', '28806780', '32012666', '31363207', '20188586']]"
24,127,"['30884033', '22029384', '20368353', '18126445', '21598000', '35231675', '11048759', '9063688', '7549811', '10991183']",523,623.0640548910014,"[0, 0, 2, 9, 9, 9, 10]","[5183, 5183, 667, 265, 67, 9, 0]","[0.0, 1.0051997378468513e-05, 511.3425775800133, 579.5810401469935, 609.675629772013, 621.0209815510316, 623.0640189279802]","[0, 0, 434, 491, 515, 522, 523]","[[], [], ['7549811', '21598000'], ['22029384', '20368353', '18126445', '21598000', '35231675', '11048759', '9063688', '7549811', '10991183'], ['22029384', '20368353', '18126445', '21598000', '35231675', '11048759', '9063688', '7549811', '10991183'], ['22029384', '20368353', '18126445', '21598000', '35231675', '11048759', '9063688', '7549811', '10991183'], ['30884033', '22029384', '20368353', '18126445', '21598000', '35231675', '11048759', '9063688', '7549811', '10991183']]"
