q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['29366489', '4889228', '7821634', '16691520', '21439640', '45638119', '7795952', '19358586', '7583725', '24349992']",1295,1526.8681692010723,"[0, 0, 6, 10]","[5183, 5183, 19, 0]","[0.0, 7.183989509940147e-06, 1522.326665007975, 1526.8681438720087]","[0, 0, 1294, 1295]","[[], [], ['29366489', '4889228', '45638119', '16691520', '7583725', '24349992'], ['29366489', '4889228', '7821634', '16691520', '21439640', '45638119', '7795952', '19358586', '7583725', '24349992']]"
11,54,"['14874811', '38533515', '24721866', '1590744', '32408470', '3504761', '23974474', '3973445', '9752604', '49556906']",1294,1527.0985428219428,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.4249692261219025e-06, 1527.0985126659507]","[0, 0, 1294]","[[], [], ['14874811', '38533515', '24721866', '1590744', '32408470', '3504761', '23974474', '3973445', '9752604', '49556906']]"
12,56,"['18399038', '19970015', '10786948', '15945975', '4709641', '8185080', '22150633', '36637129', '11659421', '20937018']",1303,1546.1836995759513,"[0, 0, 0, 2, 10]","[5183, 5183, 40, 11, 0]","[0.0, 5.009002052247524e-06, 1529.240339338081, 1542.8113960790215, 1546.1836645980366]","[0, 0, 1294, 1302, 1303]","[[], [], [], ['4709641', '11659421'], ['18399038', '19970015', '10786948', '15945975', '4709641', '8185080', '22150633', '36637129', '11659421', '20937018']]"
13,57,"['22029384', '18852643', '4709641', '35777860', '4303075', '13814480', '33986200', '11659421', '20937018', '41781905']",1319,1559.1245703389868,"[0, 0, 0, 8, 10]","[5183, 5183, 102, 3, 0]","[0.0, 7.785973139107227e-06, 1526.297203419963, 1558.506085315952, 1559.124527369975]","[0, 0, 1294, 1318, 1319]","[[], [], [], ['18852643', '4709641', '35777860', '4303075', '13814480', '33986200', '11659421', '20937018'], ['22029384', '18852643', '4709641', '35777860', '4303075', '13814480', '33986200', '11659421', '20937018', '41781905']]"
14,70,"['21307488', '5254463', '37204802', '8083310', '28107602', '5956380', '27240699', '7225911', '39637840', '4414547']",1295,1516.1641466489527,"[0, 0, 8, 10]","[5183, 5183, 3, 0]","[0.0, 7.430906407535076e-06, 1515.4917231620057, 1516.1641080719419]","[0, 0, 1294, 1295]","[[], [], ['21307488', '37204802', '8083310', '28107602', '5956380', '27240699', '7225911', '4414547'], ['21307488', '5254463', '37204802', '8083310', '28107602', '5956380', '27240699', '7225911', '39637840', '4414547']]"
15,72,"['5503194', '6076903', '8548635', '35008773', '5573975', '23727313', '13481880', '2682997', '14492964', '1031534']",1305,1536.3265851250617,"[0, 0, 3, 7, 10]","[5183, 5183, 45, 6, 0]","[0.0, 8.451985195279121e-06, 1521.2852859649574, 1534.878500613966, 1536.3265286099631]","[0, 0, 1294, 1304, 1305]","[[], [], ['6076903', '8548635', '1031534'], ['23727313', '13481880', '2682997', '6076903', '8548635', '1031534', '35008773'], ['5503194', '6076903', '8548635', '35008773', '5573975', '23727313', '13481880', '2682997', '14492964', '1031534']]"
16,75,"['29214508', '4387784', '38805486', '37768883', '13965483', '36233757', '2837758', '26488879', '25657127', '22703082']",1294,1512.7267117659794,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 8.751056157052517e-06, 1512.7266678239685]","[0, 0, 1294]","[[], [], ['29214508', '4387784', '38805486', '37768883', '13965483', '36233757', '2837758', '26488879', '25657127', '22703082']]"
17,94,"['45908102', '24916604', '25691541', '24873253', '18321590', '21186109', '1215116', '51972698', '437924', '25499612']",1408,1653.7713082060218,"[0, 0, 0, 0, 10]","[5183, 5183, 457, 12, 0]","[0.0, 6.63392711430788e-06, 1514.5689051949885, 1649.9417367679998, 1653.771270848927]","[0, 0, 1294, 1407, 1408]","[[], [], [], [], ['45908102', '24916604', '25691541', '24873253', '18321590', '21186109', '1215116', '51972698', '437924', '25499612']]"
18,99,"['17939443', '6386930', '5927534', '11532659', '17231273', '7925817', '27438378', '18810195', '9889151', '20313748']",1630,1928.947702105972,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1026, 211, 90, 39, 13, 0]","[0.0, 6.205984391272068e-06, 1516.2829563179985, 1819.940941103967, 1884.513139160932, 1912.0513762159972, 1925.4872122189263, 1928.9476640039356]","[0, 0, 1294, 1549, 1600, 1621, 1629, 1630]","[[], [], [], [], [], [], [], ['17939443', '6386930', '5927534', '11532659', '17231273', '7925817', '27438378', '18810195', '9889151', '20313748']]"
19,100,"['38127792', '24558930', '18806488', '10015292', '5415832', '4381486', '18909530', '30714190', '92499', '16108876']",1317,1548.4289024380269,"[0, 0, 4, 10]","[5183, 5183, 99, 0]","[0.0, 7.105991244316101e-06, 1516.665435065981, 1548.4288745539961]","[0, 0, 1294, 1317]","[[], [], ['30714190', '18806488', '16108876', '4381486'], ['38127792', '24558930', '18806488', '10015292', '5415832', '4381486', '18909530', '30714190', '92499', '16108876']]"
