q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['24349992', '7583725', '7821634', '45638119', '16734530', '19358586', '34066665', '7795952', '12762485', '8963413']",291,346.9997415349935,"[0, 0, 0, 10]","[5183, 5183, 13, 0]","[0.0, 8.307979442179203e-06, 343.5979586999747, 346.999700054992]","[0, 0, 290, 291]","[[], [], [], ['24349992', '7583725', '7821634', '45638119', '16734530', '19358586', '34066665', '7795952', '12762485', '8963413']]"
11,54,"['1590744', '19313533', '24721866', '38533515', '32408470', '3973445', '49556906', '23974474', '22036571', '9899292']",295,352.4328477649833,"[0, 0, 0, 8, 10]","[5183, 5183, 24, 16, 0]","[0.0, 6.336020305752754e-06, 343.0316798039712, 348.4490200469736, 352.4328201459721]","[0, 0, 290, 294, 295]","[[], [], [], ['1590744', '24721866', '32408470', '3973445', '49556906', '23974474', '22036571', '9899292'], ['1590744', '19313533', '24721866', '38533515', '32408470', '3973445', '49556906', '23974474', '22036571', '9899292']]"
12,56,"['13814480', '14434123', '33986200', '14192687', '6054657', '4709641', '13293033', '15945975', '22843616', '11659421']",301,358.3869122330216,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 69, 27, 14, 0]","[0.0, 5.7569704949855804e-06, 344.037519111007, 349.44042602798436, 354.77951882296475, 358.3868739689933]","[0, 0, 290, 296, 300, 301]","[[], [], [], [], [], ['13814480', '14434123', '33986200', '14192687', '6054657', '4709641', '13293033', '15945975', '22843616', '11659421']]"
13,57,"['2853685', '20937018', '18852643', '13814480', '33986200', '11674288', '4459491', '4709641', '10273147', '11659421']",296,353.0822374030249,"[0, 0, 0, 0, 10]","[5183, 5183, 52, 20, 0]","[0.0, 8.055998478084803e-06, 342.9919582440052, 348.3478414110141, 353.0822056590114]","[0, 0, 290, 295, 296]","[[], [], [], [], ['2853685', '20937018', '18852643', '13814480', '33986200', '11674288', '4459491', '4709641', '10273147', '11659421']]"
14,70,"['5956380', '10247314', '42489926', '21307488', '37204802', '7225911', '4414547', '27240699', '28107602', '25901598']",291,346.42636177601526,"[0, 0, 0, 10]","[5183, 5183, 13, 0]","[0.0, 7.26897269487381e-06, 342.77191406296333, 346.4263263850007]","[0, 0, 290, 291]","[[], [], [], ['5956380', '10247314', '42489926', '21307488', '37204802', '7225911', '4414547', '27240699', '28107602', '25901598']]"
15,72,"['19313533', '1344498', '6076903', '1031534', '19205437', '20028729', '19843244', '8453819', '7005276', '16056514']",458,539.4795727119781,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1943, 711, 132, 46, 15, 0]","[0.0, 6.9490051828324795e-06, 343.5832765439991, 472.31928293802775, 520.2596009770059, 530.4154708090355, 535.710306078021, 539.4795329410117]","[0, 0, 290, 400, 442, 452, 457, 458]","[[], [], [], [], [], [], [], ['19313533', '1344498', '6076903', '1031534', '19205437', '20028729', '19843244', '8453819', '7005276', '16056514']]"
16,75,"['4387784', '2837758', '13965483', '37768883', '25657127', '26488879', '38805486', '36233757', '29214508', '22703082']",357,422.9227414299967,"[0, 0, 0, 0, 10]","[5183, 5183, 1145, 14, 0]","[0.0, 1.6170961316674948e-05, 342.65480466000736, 419.388404081983, 422.9227062140126]","[0, 0, 290, 356, 357]","[[], [], [], [], ['4387784', '2837758', '13965483', '37768883', '25657127', '26488879', '38805486', '36233757', '29214508', '22703082']]"
17,94,"['3845894', '26045237', '4695107', '39443128', '23420807', '14103509', '1215116', '19205326', '3896759', '21258863']",321,379.2504654529621,"[0, 0, 0, 0, 7, 10]","[5183, 5183, 425, 26, 8, 0]","[0.0, 6.730027962476015e-06, 342.9500190659892, 372.0714229370351, 377.4679106430267, 379.25043787102913]","[0, 0, 290, 316, 320, 321]","[[], [], [], [], ['19205326', '26045237', '4695107', '21258863', '39443128', '23420807', '1215116'], ['3845894', '26045237', '4695107', '39443128', '23420807', '14103509', '1215116', '19205326', '3896759', '21258863']]"
18,99,"['2919030', '7093809', '6969753', '24335068', '1684489', '18810195', '30379039', '8446259', '22036571', '13760557']",405,478.34764371300116,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1443, 421, 42, 20, 0]","[0.0, 9.044015314429998e-06, 342.84438489202876, 439.24139664601535, 468.30308425205294, 473.6326820340473, 478.34761180501664]","[0, 0, 290, 373, 399, 404, 405]","[[], [], [], [], [], [], ['2919030', '7093809', '6969753', '24335068', '1684489', '18810195', '30379039', '8446259', '22036571', '13760557']]"
19,100,"['18909530', '2701077', '17805221', '22405338', '24558930', '4381486', '10015292', '25041967', '30658796', '30714190']",323,384.1354205569951,"[0, 0, 0, 2, 2, 2, 10]","[5183, 5183, 251, 110, 48, 27, 0]","[0.0, 9.021023288369179e-06, 343.82994214701466, 363.3725779040251, 373.4608635670156, 378.8073521750048, 384.1353898490197]","[0, 0, 290, 306, 314, 319, 323]","[[], [], [], ['4381486', '30714190'], ['4381486', '30714190'], ['4381486', '30714190'], ['18909530', '2701077', '17805221', '22405338', '24558930', '4381486', '10015292', '25041967', '30658796', '30714190']]"
20,113,"['26199970', '44030361', '25816994', '3825750', '1759213', '6157837', '43557480', '43417006', '14584755', '14121786']",296,348.9725754010142,"[0, 0, 0, 10]","[5183, 5183, 61, 0]","[0.0, 1.040799543261528e-05, 343.4064181119902, 348.9725418440066]","[0, 0, 290, 296]","[[], [], [], ['26199970', '44030361', '25816994', '3825750', '1759213', '6157837', '43557480', '43417006', '14584755', '14121786']]"
21,115,"['6191684', '32743723', '15879544', '33872649', '30058568', '23908217', '16204011', '25677651', '109946221', '10374686']",444,530.377678224002,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2002, 593, 28, 20, 0]","[0.0, 6.402027793228626e-06, 342.99382226000307, 477.347674663004, 520.3022086970159, 525.6200989420176, 530.3776408710401]","[0, 0, 290, 404, 439, 443, 444]","[[], [], [], [], [], [], ['6191684', '32743723', '15879544', '33872649', '30058568', '23908217', '16204011', '25677651', '109946221', '10374686']]"
22,118,"['20148808', '4695107', '52805891', '31460499', '1103795', '10993232', '32454714', '4465735', '6372244', '15578265']",295,350.6057232489693,"[0, 0, 8, 8, 10]","[5183, 5183, 33, 8, 0]","[0.0, 1.0496994946151972e-05, 343.4278367619845, 348.7156067590113, 350.6056841840036]","[0, 0, 290, 294, 295]","[[], [], ['20148808', '4695107', '52805891', '31460499', '32454714', '4465735', '6372244', '15578265'], ['20148808', '4695107', '52805891', '31460499', '32454714', '4465735', '6372244', '15578265'], ['20148808', '4695107', '52805891', '31460499', '1103795', '10993232', '32454714', '4465735', '6372244', '15578265']]"
23,124,"['31363207', '14319754', '13899137', '7111021', '39984099', '1986482', '4883040', '13901073', '21479231', '32012666']",295,351.3185229100054,"[0, 0, 0, 6, 10]","[5183, 5183, 32, 9, 0]","[0.0, 7.305003236979246e-06, 343.07622267800616, 348.57145082898205, 351.318486417993]","[0, 0, 290, 294, 295]","[[], [], [], ['31363207', '4883040', '7111021', '13899137', '21479231', '32012666'], ['31363207', '14319754', '13899137', '7111021', '39984099', '1986482', '4883040', '13901073', '21479231', '32012666']]"
24,127,"['30884033', '35231675', '42035464', '7549811', '1684489', '1676568', '1546650', '37164306', '21598000', '20368353']",390,462.8056009740103,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1200, 282, 98, 27, 17, 0]","[0.0, 8.11100471764803e-06, 342.3347737810109, 423.6268031640211, 443.26424921600847, 453.3387583430158, 458.6675592759857, 462.80556265998166]","[0, 0, 290, 359, 377, 385, 389, 390]","[[], [], [], [], [], [], [], ['30884033', '35231675', '42035464', '7549811', '1684489', '1676568', '1546650', '37164306', '21598000', '20368353']]"
