q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['24349992', '34066665', '24205118', '7583725', '4889228', '19358586', '16734530', '21439640', '45638119', '37204802']",407,479.789135879837,"[0, 0, 5, 10]","[5183, 2593, 6, 0]","[0.0, 303.221796768019, 478.22760124807246, 479.78850371506996]","[0, 260, 406, 407]","[[], [], ['24349992', '45638119', '34066665', '7583725', '37204802'], ['24349992', '34066665', '24205118', '7583725', '4889228', '19358586', '16734530', '21439640', '45638119', '37204802']]"
11,54,"['1590744', '3504761', '3973445', '38533515', '24721866', '32408470', '3419709', '23974474', '49556906', '9752604']",551,649.8035356639884,"[0, 0, 9, 10]","[5183, 2593, 13, 0]","[0.0, 303.4056308630388, 646.3441289979964, 649.8028350900859]","[0, 260, 550, 551]","[[], [], ['1590744', '3504761', '3973445', '38533515', '24721866', '3419709', '23974474', '49556906', '9752604'], ['1590744', '3504761', '3973445', '38533515', '24721866', '32408470', '3419709', '23974474', '49556906', '9752604']]"
12,56,"['10786948', '4303075', '4405194', '11659421', '4709641', '10273147', '35777860', '6054657', '19970015', '9675944']",407,484.08542868401855,"[0, 0, 0, 10]","[5183, 2593, 18, 0]","[0.0, 303.472585282987, 479.7490591139067, 484.0847656549886]","[0, 260, 406, 407]","[[], [], [], ['10786948', '4303075', '4405194', '11659421', '4709641', '10273147', '35777860', '6054657', '19970015', '9675944']]"
13,57,"['4632921', '11659421', '4709641', '20937018', '36637129', '35777860', '18852643', '13814480', '37205759', '22116439']",411,492.4510792568326,"[0, 0, 0, 8, 10]","[5183, 2593, 31, 4, 0]","[0.0, 303.50253323907964, 479.12728807120584, 491.4890388061758, 492.44938277313486]","[0, 260, 406, 410, 411]","[[], [], [], ['11659421', '4709641', '20937018', '36637129', '35777860', '18852643', '13814480', '37205759'], ['4632921', '11659421', '4709641', '20937018', '36637129', '35777860', '18852643', '13814480', '37205759', '22116439']]"
14,70,"['27240699', '9169645', '28107602', '7225911', '5956380', '21307488', '42489926', '4414547', '5254463', '37204802']",551,648.1034575088415,"[0, 0, 5, 10]","[5183, 2593, 7, 0]","[0.0, 303.406739638187, 646.5305914301425, 648.1022973270155]","[0, 260, 550, 551]","[[], [], ['7225911', '27240699', '4414547', '5254463', '5956380'], ['27240699', '9169645', '28107602', '7225911', '5956380', '21307488', '42489926', '4414547', '5254463', '37204802']]"
15,72,"['38300781', '1031534', '14405193', '6076903', '12640810', '14492964', '6625693', '15491404', '1275505', '778436']",429,514.8511412390508,"[0, 0, 2, 2, 4, 10]","[5183, 2593, 322, 23, 7, 0]","[0.0, 303.59641548991203, 478.9071183509659, 506.8164204219356, 513.296296835877, 514.8487736037932]","[0, 260, 406, 425, 428, 429]","[[], [], ['6076903', '1031534'], ['6076903', '1031534'], ['14405193', '6076903', '1031534', '778436'], ['38300781', '1031534', '14405193', '6076903', '12640810', '14492964', '6625693', '15491404', '1275505', '778436']]"
16,75,"['25657127', '2837758', '38805486', '26488879', '37768883', '4387784', '13965483', '29214508', '36233757', '8654183']",551,647.8450028840452,"[0, 0, 9, 10]","[5183, 2593, 4, 0]","[0.0, 303.53337966813706, 646.8315166810062, 647.8442428170238]","[0, 260, 550, 551]","[[], [], ['2837758', '38805486', '26488879', '37768883', '4387784', '13965483', '29214508', '36233757', '8654183'], ['25657127', '2837758', '38805486', '26488879', '37768883', '4387784', '13965483', '29214508', '36233757', '8654183']]"
17,94,"['15237660', '13966946', '1805641', '1946610', '1215116', '16787954', '3929361', '30741007', '6503185']",504,602.718989216024,"[0, 0, 0, 0, 0, 9, 9]","[5183, 2593, 1280, 225, 75, 7, 0]","[0.0, 303.5502329361625, 478.9787975961808, 568.7547182270791, 587.1705281201284, 600.8343995180912, 602.7162392521277]","[0, 260, 406, 479, 493, 503, 504]","[[], [], [], [], [], ['15237660', '13966946', '1805641', '1946610', '1215116', '16787954', '3929361', '30741007', '6503185'], ['15237660', '13966946', '1805641', '1946610', '1215116', '16787954', '3929361', '30741007', '6503185']]"
18,99,"['18810195', '41024260', '11256632', '8331432', '23208167', '9889151', '2754534', '9875570', '16826810', '8446259']",454,546.6273256461136,"[0, 0, 0, 0, 10]","[5183, 2593, 739, 28, 0]","[0.0, 303.6761960829608, 478.8703008231241, 531.8764783949591, 546.6252828501165]","[0, 260, 406, 449, 454]","[[], [], [], [], ['18810195', '41024260', '11256632', '8331432', '23208167', '9889151', '2754534', '9875570', '16826810', '8446259']]"
19,100,"['4381486', '18909530', '37249641', '14550841', '30714190', '10165258', '13116880', '14205246', '16108876', '10015292']",411,489.6020752249751,"[0, 0, 7, 7, 10]","[5183, 2593, 51, 9, 0]","[0.0, 303.5637714162003, 478.7316991421394, 487.5748383740429, 489.5997701380402]","[0, 260, 406, 410, 411]","[[], [], ['13116880', '14205246', '16108876', '4381486', '18909530', '37249641', '30714190'], ['13116880', '14205246', '16108876', '4381486', '18909530', '37249641', '30714190'], ['4381486', '18909530', '37249641', '14550841', '30714190', '10165258', '13116880', '14205246', '16108876', '10015292']]"
20,113,"['44030361', '3825750', '14584755', '25816994', '26199970', '43417006', '14121786', '1759213', '6157837', '8318922']",410,487.3099991809577,"[0, 0, 0, 10]","[5183, 2593, 44, 0]","[0.0, 303.2720640359912, 478.5129680149257, 487.30824465001933]","[0, 260, 406, 410]","[[], [], [], ['44030361', '3825750', '14584755', '25816994', '26199970', '43417006', '14121786', '1759213', '6157837', '8318922']]"
21,115,"['39985001', '25677651', '9814332', '33872649', '27438378', '15482274', '7548577', '14834714', '1234098', '28025754']",496,595.9149492299184,"[0, 0, 0, 0, 2, 10]","[5183, 2593, 1273, 271, 18, 0]","[0.0, 303.32294818898663, 478.8477007620968, 568.4487526740413, 591.5869368431158, 595.9126387319993]","[0, 260, 406, 478, 495, 496]","[[], [], [], [], ['25677651', '33872649'], ['39985001', '25677651', '9814332', '33872649', '27438378', '15482274', '7548577', '14834714', '1234098', '28025754']]"
22,118,"['6372244', '4465735', '31460499', '20148808', '52805891', '4303939', '32454714', '4695107', '34603465']",551,648.7629858821165,"[0, 0, 9, 9]","[5183, 2593, 8, 0]","[0.0, 303.17740754806437, 646.590438259067, 648.7621708859224]","[0, 260, 550, 551]","[[], [], ['6372244', '4465735', '31460499', '20148808', '52805891', '4303939', '32454714', '4695107', '34603465'], ['6372244', '4465735', '31460499', '20148808', '52805891', '4303939', '32454714', '4695107', '34603465']]"
23,124,"['7111021', '4883040', '32012666', '13901073', '31363207', '374902', '14319754', '57121667', '28806780', '13899137']",406,479.4660903890617,"[0, 0, 10]","[5183, 2593, 0]","[0.0, 303.17851616302505, 479.4653072571382]","[0, 260, 406]","[[], [], ['7111021', '4883040', '32012666', '13901073', '31363207', '374902', '14319754', '57121667', '28806780', '13899137']]"
24,127,"['21598000', '29788648', '7549811', '8411251', '18126445', '293661', '22029384', '11048759', '35231675', '20054396']",577,683.032015159959,"[0, 0, 6, 6, 6, 10]","[5183, 2593, 337, 71, 10, 0]","[0.0, 303.2187079330906, 646.2470893580467, 674.0463017669972, 682.9616936300881, 683.0298617710359]","[0, 260, 550, 570, 576, 577]","[[], [], ['21598000', '7549811', '11048759', '18126445', '35231675', '20054396'], ['21598000', '7549811', '11048759', '18126445', '35231675', '20054396'], ['21598000', '7549811', '11048759', '18126445', '35231675', '20054396'], ['21598000', '29788648', '7549811', '8411251', '18126445', '293661', '22029384', '11048759', '35231675', '20054396']]"
