q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['25973484', '21439640', '4889228', '16734530', '45638119', '7583725', '12762485', '19358586', '24349992', '7821634']",335,396.0427067349665,"[0, 0, 5, 10]","[5183, 1298, 9, 0]","[0.0, 303.55704304296523, 393.16805690201, 396.0422826888971]","[0, 260, 334, 335]","[[], [], ['45638119', '7583725', '19358586', '24349992', '7821634'], ['25973484', '21439640', '4889228', '16734530', '45638119', '7583725', '12762485', '19358586', '24349992', '7821634']]"
11,54,"['38533515', '3504761', '3973445', '32408470', '9752604', '3419709', '24721866', '49556906', '1590744', '23974474']",407,481.3612588138785,"[0, 0, 9, 10]","[5183, 1298, 15, 0]","[0.0, 303.52215697499923, 477.6014276931528, 481.360831463011]","[0, 260, 406, 407]","[[], [], ['38533515', '3504761', '3973445', '32408470', '9752604', '24721866', '49556906', '1590744', '23974474'], ['38533515', '3504761', '3973445', '32408470', '9752604', '3419709', '24721866', '49556906', '1590744', '23974474']]"
12,56,"['5927534', '13814480', '11659421', '18852643', '17546486', '22116439', '1727042', '4709641', '30351165', '17844478']",338,402.0274791889824,"[0, 0, 0, 10]","[5183, 1298, 42, 0]","[0.0, 303.29416831210256, 393.1963212210685, 402.0265957680531]","[0, 260, 334, 338]","[[], [], [], ['5927534', '13814480', '11659421', '18852643', '17546486', '22116439', '1727042', '4709641', '30351165', '17844478']]"
13,57,"['13814480', '22185730', '10273147', '803312', '11659421', '18852643', '10641715', '23052989', '4709641', '19970015']",337,401.17703042109497,"[0, 0, 0, 10]","[5183, 1298, 30, 0]","[0.0, 303.47560800309293, 393.1947751310654, 401.1761627900414]","[0, 260, 334, 337]","[[], [], [], ['13814480', '22185730', '10273147', '803312', '11659421', '18852643', '10641715', '23052989', '4709641', '19970015']]"
14,70,"['28107602', '21557055', '11903247', '4414547', '9169645', '5956380', '39637840', '21307488', '7225911', '37204802']",407,478.9664070508443,"[0, 0, 3, 10]","[5183, 1298, 8, 0]","[0.0, 303.56563499500044, 477.09733033995144, 478.9660483249463]","[0, 260, 406, 407]","[[], [], ['7225911', '5956380', '39637840'], ['28107602', '21557055', '11903247', '4414547', '9169645', '5956380', '39637840', '21307488', '7225911', '37204802']]"
15,72,"['7039855', '11041152', '11200685', '6076903', '12948892', '778436', '1991105', '3085264', '2947124', '1031534']",348,415.96838443004526,"[0, 0, 2, 2, 10]","[5183, 1298, 146, 21, 0]","[0.0, 303.6061507780105, 393.299432848813, 406.90670686401427, 415.9672254459001]","[0, 260, 334, 344, 348]","[[], [], ['6076903', '1031534'], ['6076903', '1031534'], ['7039855', '11041152', '11200685', '6076903', '12948892', '778436', '1991105', '3085264', '2947124', '1031534']]"
16,75,"['26488879', '2837758', '29214508', '37768883', '13965483', '4387784', '22703082', '25657127', '36233757', '38805486']",406,477.16403273609467,"[0, 0, 10]","[5183, 1298, 0]","[0.0, 303.5813845170196, 477.16360855987296]","[0, 260, 406]","[[], [], ['26488879', '2837758', '29214508', '37768883', '13965483', '4387784', '22703082', '25657127', '36233757', '38805486']]"
17,94,"['7647224', '13223957', '10542877', '1649738', '6503185', '7370282', '341324', '17591478', '1215116', '10408324']",343,411.2293763451744,"[0, 0, 0, 0, 10]","[5183, 1298, 67, 45, 0]","[0.0, 303.74034354207106, 393.49147006706335, 402.40211571892723, 411.22807477391325]","[0, 260, 334, 339, 343]","[[], [], [], [], ['7647224', '13223957', '10542877', '1649738', '6503185', '7370282', '341324', '17591478', '1215116', '10408324']]"
18,99,"['9451052', '2033917', '18810195', '8446259', '4702639', '18041692', '2988714', '1635872', '11557602', '503050']",375,457.7258110479452,"[0, 0, 0, 0, 0, 0, 10]","[5183, 1298, 463, 119, 57, 20, 0]","[0.0, 303.9034714559093, 393.5914040738717, 430.5038844398223, 444.1336623909883, 452.9711413627956, 457.72468419978395]","[0, 260, 334, 361, 369, 374, 375]","[[], [], [], [], [], [], ['9451052', '2033917', '18810195', '8446259', '4702639', '18041692', '2988714', '1635872', '11557602', '503050']]"
19,100,"['2701077', '14550841', '11289247', '10015292', '92499', '18374364', '18909530', '13116880', '30714190', '4381486']",347,408.960466400953,"[0, 0, 2, 8, 10]","[5183, 1298, 89, 3, 0]","[0.0, 303.7065814312082, 393.4191480081063, 408.2757418670226, 408.95929494011216]","[0, 260, 334, 346, 347]","[[], [], ['30714190', '4381486'], ['2701077', '14550841', '11289247', '18374364', '18909530', '13116880', '30714190', '4381486'], ['2701077', '14550841', '11289247', '10015292', '92499', '18374364', '18909530', '13116880', '30714190', '4381486']]"
20,113,"['44030361', '43417006', '25816994', '6157837', '4678846', '3825750', '14121786', '14584755', '26199970', '1759213']",335,396.6566241190303,"[0, 0, 8, 10]","[5183, 1298, 12, 0]","[0.0, 303.8718018680811, 393.5545195711311, 396.65609453315847]","[0, 260, 334, 335]","[[], [], ['44030361', '25816994', '6157837', '4678846', '14121786', '14584755', '26199970', '1759213'], ['44030361', '43417006', '25816994', '6157837', '4678846', '3825750', '14121786', '14584755', '26199970', '1759213']]"
21,115,"['33872649', '109946221', '36642096', '16905344', '464511', '25677651', '22908536', '36345578', '1103795', '16787954']",341,408.15571402199566,"[0, 0, 0, 7, 10]","[5183, 1298, 36, 4, 0]","[0.0, 303.84433999704197, 393.6386075189803, 407.1876073461026, 408.154582265066]","[0, 260, 334, 340, 341]","[[], [], [], ['464511', '25677651', '22908536', '33872649', '36345578', '36642096', '16905344'], ['33872649', '109946221', '36642096', '16905344', '464511', '25677651', '22908536', '36345578', '1103795', '16787954']]"
22,118,"['52805891', '4695107', '32454714', '6372244', '34603465', '4465735', '32159283', '31460499', '15578265', '1103795']",335,394.0065613081679,"[0, 0, 9, 10]","[5183, 1298, 2, 0]","[0.0, 303.68365867296234, 393.5237708198838, 394.0061097838916]","[0, 260, 334, 335]","[[], [], ['52805891', '4695107', '32454714', '6372244', '34603465', '4465735', '31460499', '15578265', '1103795'], ['52805891', '4695107', '32454714', '6372244', '34603465', '4465735', '32159283', '31460499', '15578265', '1103795']]"
23,124,"['7111021', '13071728', '20188586', '4883040', '39984099', '13899137', '374902', '31363207', '32012666', '13901073']",334,393.7840248821303,"[0, 0, 10]","[5183, 1298, 0]","[0.0, 303.5980448159389, 393.78360438300297]","[0, 260, 334]","[[], [], ['7111021', '13071728', '20188586', '4883040', '39984099', '13899137', '374902', '31363207', '32012666', '13901073']]"
24,127,"['86694016', '12691537', '18126445', '23100962', '16280642', '35231675', '21598000', '293661', '30884033', '7549811']",420,506.864506006008,"[0, 0, 4, 4, 10]","[5183, 1298, 128, 30, 0]","[0.0, 303.5792316161096, 477.328694205964, 490.902042113943, 506.8634065359365]","[0, 260, 406, 415, 420]","[[], [], ['35231675', '7549811', '18126445', '21598000'], ['35231675', '7549811', '18126445', '21598000'], ['86694016', '12691537', '18126445', '23100962', '16280642', '35231675', '21598000', '293661', '30884033', '7549811']]"
