q,qid,time,id_len,ids
10,53,21.77498897211626,50,"['45638119', '7583725', '19358586', '20183360', '7795952', '15946643', '4702639', '7821634', '22401720', '15113221', '12762485', '22482820', '31311495', '2130391', '22509015', '20333864', '43385013', '19673227', '5649538', '11484808', '3285322', '4889228', '20127522', '25732836', '2931832', '1171121', '24834968', '25973484', '313403', '21902400', '4429932', '17648235', '4418878', '34066665', '29495185', '16086778', '825728', '18953920', '1379127', '2014909', '15832146', '4455466', '20839751', '29366489', '1866911', '21033230', '8963413', '4583180', '27240667', '24341590']"
11,54,22.590200189035386,50,"['49556906', '3973445', '24721866', '1590744', '26025820', '3504761', '14874811', '9752604', '23974474', '3419709', '38533515', '22036571', '19313533', '9899292', '1686997', '6690087', '8477699', '5172048', '11535539', '3619931', '1727042', '39481265', '25175997', '10703001', '32450297', '22621251', '21395936', '883747', '219475', '23509113', '18841257', '3761017', '13466622', '15381976', '31313782', '14541844', '12370881', '56486733', '22488511', '27615329', '11771811', '3553087', '20732789', '15707049', '7433668', '21258863', '38844612', '26008462', '17412260', '26068103']"
12,56,28.390734571032226,50,"['4709641', '20937018', '30351165', '24530130', '14434123', '22116439', '22185730', '8892905', '9194077', '36180468', '37450671', '6722522', '4459491', '5260382', '11659421', '13814480', '15945975', '36637129', '19970015', '4632921', '32922179', '18852643', '15347087', '51386222', '31347396', '33986200', '37722384', '10273147', '11674288', '10641715', '7482674', '35777860', '13293033', '36474', '803312', '29422484', '4446814', '4407385', '4405194', '6079486', '46565020', '13921526', '35520219', '4679264', '739734', '6947286', '27076725', '24906548', '12443371', '13189693']"
13,57,27.15939246187918,50,"['4709641', '4459491', '20937018', '24530130', '9194077', '36180468', '18852643', '14434123', '22116439', '51386222', '15347087', '4407385', '5260382', '26244918', '4446814', '739734', '37450671', '11659421', '13814480', '4405194', '8150638', '3583084', '37722384', '10786948', '10207180', '33986200', '22185730', '35777860', '13293033', '10641715', '803312', '4399268', '10273147', '36474', '17702490', '6054657', '6947286', '12443371', '30351165', '8892905', '36637129', '14192687', '19970015', '4632921', '4679264', '21456232', '6544701', '9675944', '15945975', '46565020']"
14,70,21.496641824953258,50,"['5956380', '4414547', '7225911', '21307488', '4389394', '36464673', '9169645', '21557055', '25901598', '23985464', '43880096', '6896063', '31624828', '7465900', '47018050', '9559146', '27949347', '38919140', '5254463', '28107602', '42489926', '11903247', '9483851', '37204802', '41710132', '12240507', '2582169', '21521236', '9669099', '20725212', '40901687', '14367469', '10247314', '10015292', '4460880', '14460402', '18399038', '12887068', '3863543', '21295300', '38131471', '33667484', '24737389', '8925851', '7487927', '7506409', '6544701', '8083310', '18810195', '30224907']"
15,72,24.544087704038247,50,"['6076903', '1031534', '14492964', '226488', '26374799', '43661837', '35008773', '27569370', '40383969', '38727075', '25928548', '39763465', '10937190', '13963620', '12800122', '4423559', '7093809', '14333540', '17119869', '39291138', '24496245', '5503194', '11902109', '12030318', '28071965', '20675284', '4325137', '13936152', '30297355', '18489989', '5633876', '19485649', '14296612', '5573975', '38380061', '34735369', '11831598', '735130', '14105446', '17017465', '2991954', '9379687', '4394817', '30675656', '18575183', '317204', '51817902', '20935673', '28086354', '14225271']"
16,75,21.753739004954696,50,"['4387784', '36233757', '29214508', '13965483', '2837758', '37768883', '39550665', '29367554', '27396415', '7481159', '22042345', '1744752', '23573229', '25657127', '38805486', '5473074', '17464771', '26488879', '20330519', '22703082', '7465900', '8654183', '2099400', '24705390', '2052720', '14729253', '25878014', '34258065', '5800138', '36962270', '22561064', '24706198', '35612665', '27731651', '20707861', '27900414', '4425507', '31387717', '41900731', '18695970', '12149169', '24550453', '24311787', '41928290', '15305881', '6669242', '44409062', '53302393', '16461149', '12428814']"
17,94,22.55523876217194,50,"['7433668', '23801039', '3896759', '46926352', '2042250', '1215116', '13966946', '30741007', '6503185', '12409683', '14337960', '10526279', '18025240', '20428155', '37248765', '14482051', '15215393', '20754359', '39443128', '9600826', '8702697', '32001951', '6535392', '42782688', '15953181', '2492146', '21479231', '7655029', '33733520', '13624704', '5114940', '13205096', '3355397', '67787658', '33884866', '4729644', '22057077', '583260', '18321590', '341324', '24721347', '3619931', '23195674', '45401535', '18592108', '2097256', '13162391', '37628989', '86326468', '6826636']"
18,99,22.613740695873275,50,"['18810195', '25515662', '12265561', '23938319', '14155726', '24995939', '11256632', '67787658', '43048059', '18467982', '43890638', '25682129', '16270577', '10450725', '8305686', '42708716', '13956305', '9513785', '888896', '15215393', '7165938', '21884059', '12588500', '37643601', '2053540', '47240151', '4067274', '17755060', '21221346', '14275671', '6788835', '16705338', '39929509', '1574014', '7729656', '8903143', '10555591', '719812', '6540064', '41900731', '5473074', '25657127', '33720691', '140874', '29107180', '13036442', '16128711', '2576811', '33912020', '2727303']"
19,100,19.544729257933795,50,"['4381486', '10015292', '18909530', '8724666', '4398832', '4364884', '25550665', '25041967', '9038803', '493346', '17805221', '8747771', '11141995', '14550841', '30714190', '4421787', '13116880', '18374364', '2701077', '10165258', '6472746', '16686383', '31166180', '14205246', '21676556', '3173489', '9154703', '38127792', '92499', '32170702', '16736883', '90064424', '24498673', '4407318', '12871002', '22948960', '17601006', '7583161', '3863543', '34982259', '11951999', '23727313', '13980338', '13048272', '16728949', '22186938', '40234452', '243694', '4335423', '30152134']"
20,113,20.397591789020225,50,"['6157837', '25816994', '1759213', '44030361', '8318922', '27665523', '8839502', '23377475', '26025820', '24998764', '45447613', '40790033', '3825750', '43417006', '14121786', '14584755', '26199970', '43557480', '21616324', '21767325', '5573975', '6250701', '140098548', '37336085', '13619127', '24640046', '22730024', '23983289', '195317463', '9288638', '22420524', '6334188', '27428509', '32463364', '24155601', '35724562', '356218', '26341063', '202259', '27466734', '20473074', '20287253', '25643818', '41298619', '10582939', '23439808', '2842550', '4709641', '15081770', '583260']"
21,115,24.843233922030777,50,"['33872649', '4942718', '23686039', '37118634', '31460499', '21439293', '12489688', '2236768', '9878167', '5500086', '2543135', '13916951', '7764903', '695938', '30492966', '17464771', '4429932', '12100963', '22130056', '30844602', '19756935', '7485455', '27768226', '1583041', '8063697', '195680777', '36497180', '33835579', '9977329', '30292811', '37641175', '34760396', '40584205', '8069939', '22401061', '39391953', '825728', '3883485', '19204979', '17088791', '5132461', '22544171', '10068634', '15593561', '70490', '20761364', '18576103', '1569031', '4406819', '2841164']"
22,118,22.181728177005425,50,"['6372244', '4465735', '32454714', '20148808', '52805891', '31460499', '15578265', '12658073', '4303939', '33684572', '42782688', '7735859', '41165286', '42693833', '26702468', '18956141', '29023309', '33918970', '46602807', '13714201', '4695107', '2604063', '34603465', '4492358', '15274349', '1769799', '15983982', '3272084', '14290854', '32159283', '32533299', '24177706', '40096222', '21239672', '21956124', '1103795', '27438378', '350542', '28264919', '36497180', '11254040', '19497526', '6173523', '41329906', '11721286', '5800138', '13732033', '24088502', '6421792', '5304891']"
23,124,22.55757531011477,50,"['4883040', '7111021', '31363207', '32012666', '1986482', '13071728', '13899137', '13901073', '13914633', '20188586', '31562330', '21479231', '341324', '2824347', '8294009', '4246523', '23531592', '14395738', '39984099', '374902', '14319754', '57121667', '46353045', '35087728', '17077004', '24943534', '708425', '15997009', '16787954', '18321590', '1386103', '1259359', '21186109', '22414304', '25049067', '24082820', '21878751', '5398179', '10648422', '5752492', '2319305', '15319019', '20471181', '14260013', '28821565', '26124606', '18268012', '45461275', '33835579', '28738741']"
24,127,21.93945012311451,50,"['21598000', '35231675', '25263810', '7549811', '23305884', '3765739', '22029384', '7878807', '11048759', '21414718', '8453819', '23100962', '1546650', '42035464', '4429388', '41620295', '8533245', '8087082', '4423220', '21219071', '29098525', '22767022', '22938539', '38587347', '46153874', '5473074', '6501747', '19661996', '24586989', '28644298', '30208015', '15488881', '29125354', '23513818', '8496132', '16208091', '20649327', '20420780', '5484763', '10485142', '11359243', '15593561', '37727521', '24928817', '32250572', '7898952', '152245', '13921783', '21307488', '9301606']"
