q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['16734530', '27240667', '7795952', '12762485', '7821634', '45638119', '22401720', '19358586', '21439640', '7583725']",326,386.251944261021,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.856986485421658e-06, 386.2519111179863]","[0, 0, 326]","[[], [], ['16734530', '27240667', '7795952', '12762485', '7821634', '45638119', '22401720', '19358586', '21439640', '7583725']]"
11,54,"['49556906', '32408470', '19313533', '38533515', '14874811', '3504761', '3973445', '3419709', '7005276', '24721866']",331,394.1281998360064,"[0, 0, 0, 4, 10]","[5183, 5183, 27, 7, 0]","[0.0, 6.394053343683481e-06, 386.5147121150512, 392.3668442850467, 394.12816178100184]","[0, 0, 326, 330, 331]","[[], [], [], ['3973445', '14874811', '49556906', '32408470'], ['49556906', '32408470', '19313533', '38533515', '14874811', '3504761', '3973445', '3419709', '7005276', '24721866']]"
12,56,"['35777860', '20937018', '11659421', '14434123', '30351165', '9748934', '35962023', '4709641', '36637129', '13814480']",332,396.1470926319598,"[0, 0, 0, 0, 10]","[5183, 5183, 52, 14, 0]","[0.0, 7.420021574944258e-06, 386.7708119209856, 392.5981168310391, 396.14705885900185]","[0, 0, 326, 331, 332]","[[], [], [], [], ['35777860', '20937018', '11659421', '14434123', '30351165', '9748934', '35962023', '4709641', '36637129', '13814480']]"
13,57,"['11659421', '22843616', '6054657', '14434123', '30351165', '9675944', '31882215', '7426741', '21601459', '4709641']",333,396.19703776203096,"[0, 0, 0, 0, 10]","[5183, 5183, 57, 13, 0]","[0.0, 6.99399970471859e-06, 387.0083643399994, 392.7354783580522, 396.1969901990378]","[0, 0, 326, 332, 333]","[[], [], [], [], ['11659421', '22843616', '6054657', '14434123', '30351165', '9675944', '31882215', '7426741', '21601459', '4709641']]"
14,70,"['28107602', '37204802', '21307488', '4414547', '25901598', '7225911', '5956380', '9169645', '42489926', '11903247']",327,389.20364311599405,"[0, 0, 0, 10]","[5183, 5183, 17, 0]","[0.0, 1.0694027878344059e-05, 385.03027589799603, 389.203604223032]","[0, 0, 326, 327]","[[], [], [], ['28107602', '37204802', '21307488', '4414547', '25901598', '7225911', '5956380', '9169645', '42489926', '11903247']]"
15,72,"['6076903', '37248765', '19313533', '18473550', '14874811', '22968257', '2119889', '1031534', '28651643', '28164534']",447,533.3614838289795,"[0, 0, 0, 0, 0, 0, 6, 10]","[5183, 5183, 1301, 352, 87, 27, 6, 0]","[0.0, 6.853020749986172e-06, 386.0480615370325, 486.482712801022, 515.8855222249986, 526.3300962710055, 532.0840511560091, 533.3614492019988]","[0, 0, 326, 410, 434, 442, 446, 447]","[[], [], [], [], [], [], ['6076903', '28164534', '19313533', '18473550', '14874811', '1031534'], ['6076903', '37248765', '19313533', '18473550', '14874811', '22968257', '2119889', '1031534', '28651643', '28164534']]"
16,75,"['38805486', '25657127', '36233757', '2837758', '37768883', '4387784', '29214508', '26488879', '13965483', '20330519']",409,485.2138053860399,"[0, 0, 0, 7, 10]","[5183, 5183, 1229, 21, 0]","[0.0, 9.230978321284056e-06, 384.93846247700276, 479.35713983594906, 485.2137710109819]","[0, 0, 326, 405, 409]","[[], [], [], ['29214508', '38805486', '36233757', '13965483', '2837758', '37768883', '4387784'], ['38805486', '25657127', '36233757', '2837758', '37768883', '4387784', '29214508', '26488879', '13965483', '20330519']]"
17,94,"['20420780', '9257019', '11109043', '341324', '1349033', '18074797', '6503185', '1215116', '10617916', '13966946']",366,432.9564460950205,"[0, 0, 0, 0, 8, 10]","[5183, 5183, 501, 47, 11, 0]","[0.0, 1.0541989468038082e-05, 385.29719233798096, 424.2934070189949, 430.35754352400545, 432.9564121600124]","[0, 0, 326, 360, 365, 366]","[[], [], [], [], ['11109043', '341324', '1349033', '18074797', '6503185', '1215116', '10617916', '13966946'], ['20420780', '9257019', '11109043', '341324', '1349033', '18074797', '6503185', '1215116', '10617916', '13966946']]"
18,99,"['9875570', '1676568', '24974080', '18810195', '13639330', '10247314', '19979816', '11256632', '5953485', '8538916']",418,498.08614186401246,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 895, 274, 119, 25, 14, 0]","[0.0, 8.948962204158306e-06, 386.085752895975, 453.4491616889718, 477.99465465400135, 488.59700773097575, 494.4212233599974, 498.0861038559815]","[0, 0, 326, 384, 403, 413, 417, 418]","[[], [], [], [], [], [], [], ['9875570', '1676568', '24974080', '18810195', '13639330', '10247314', '19979816', '11256632', '5953485', '8538916']]"
19,100,"['1371440', '24498673', '21793890', '14550841', '13583615', '4398832', '10015292', '25550665', '30714190', '4381486']",343,409.1410312569933,"[0, 0, 3, 3, 3, 10]","[5183, 5183, 140, 44, 11, 0]","[0.0, 9.841984137892723e-06, 387.5157188390149, 400.802764093969, 406.56127041199943, 409.14098006201675]","[0, 0, 326, 337, 342, 343]","[[], [], ['30714190', '14550841', '4381486'], ['30714190', '14550841', '4381486'], ['30714190', '14550841', '4381486'], ['1371440', '24498673', '21793890', '14550841', '13583615', '4398832', '10015292', '25550665', '30714190', '4381486']]"
20,113,"['43417006', '44030361', '8318922', '25816994', '14121786', '40790033', '14584755', '6157837', '1759213', '43557480']",332,391.72749579901574,"[0, 0, 0, 10]","[5183, 5183, 57, 0]","[0.0, 9.701994713395834e-06, 385.7400985559798, 391.72746325598564]","[0, 0, 326, 332]","[[], [], [], ['43417006', '44030361', '8318922', '25816994', '14121786', '40790033', '14584755', '6157837', '1759213', '43557480']]"
21,115,"['7227763', '2692522', '1065627', '16787954', '20690388', '25050364', '3690068', '25677651', '33872649', '4939312']",522,620.4457397389924,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1960, 770, 201, 38, 14, 0]","[0.0, 6.8249646574258804e-06, 386.8817449469934, 535.3923970430042, 593.5948283979669, 611.0022961999639, 616.9062678089831, 620.4456964149722]","[0, 0, 326, 451, 501, 516, 521, 522]","[[], [], [], [], [], [], [], ['7227763', '2692522', '1065627', '16787954', '20690388', '25050364', '3690068', '25677651', '33872649', '4939312']]"
22,118,"['6372244', '4465735', '4695107', '32454714', '2604063', '34603465', '31460499', '20148808', '15578265', '52805891']",327,391.3307006090181,"[0, 0, 9, 10]","[5183, 5183, 18, 0]","[0.0, 8.817005436867476e-06, 386.984336249996, 391.3306555370218]","[0, 0, 326, 327]","[[], [], ['6372244', '4465735', '4695107', '32454714', '34603465', '31460499', '20148808', '15578265', '52805891'], ['6372244', '4465735', '4695107', '32454714', '2604063', '34603465', '31460499', '20148808', '15578265', '52805891']]"
23,124,"['31363207', '39984099', '4883040', '13899137', '7111021', '57121667', '11230569', '13071728', '35087728', '32012666']",330,391.504150304012,"[0, 0, 0, 10]","[5183, 5183, 26, 0]","[0.0, 9.303970728069544e-06, 385.4358847789699, 391.50411590200383]","[0, 0, 326, 330]","[[], [], [], ['31363207', '39984099', '4883040', '13899137', '7111021', '57121667', '11230569', '13071728', '35087728', '32012666']]"
24,127,"['5927534', '7878807', '21598000', '26495128', '13048272', '4345605', '10423989', '7549811', '35231675', '25263810']",409,482.76614354300546,"[0, 0, 8, 8, 8, 10]","[5183, 5183, 975, 266, 8, 0]","[0.0, 1.0408984962850809e-05, 385.13755114999367, 460.9478691080003, 480.9109981119982, 482.7661126970197]","[0, 0, 326, 389, 408, 409]","[[], [], ['5927534', '21598000', '26495128', '13048272', '4345605', '10423989', '7549811', '25263810'], ['5927534', '21598000', '26495128', '13048272', '4345605', '10423989', '7549811', '25263810'], ['5927534', '21598000', '26495128', '13048272', '4345605', '10423989', '7549811', '25263810'], ['5927534', '7878807', '21598000', '26495128', '13048272', '4345605', '10423989', '7549811', '35231675', '25263810']]"
