q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['4889228', '22482820', '45638119', '16734530', '20333864', '19358586', '7583725', '24349992', '15600979', '7795952']",59,680.590079926973,"[0, 0, 0, 0, 6, 10]","[5183, 5183, 1474, 133, 127, 0]","[0.0, 7.21399555914104e-06, 468.6389970489836, 596.3114597789827, 638.6284467989753, 680.5900387989823]","[0, 0, 42, 55, 58, 59]","[[], [], [], [], ['24349992', '4889228', '22482820', '45638119', '7795952', '7583725'], ['4889228', '22482820', '45638119', '16734530', '20333864', '19358586', '7583725', '24349992', '15600979', '7795952']]"
11,54,"['3973445', '49556906', '3419709', '9899292', '23974474', '11884867', '11535539', '20128547', '32408470', '3684342']",57,638.0109679260058,"[0, 0, 0, 0, 7, 10]","[5183, 5183, 906, 137, 130, 0]","[0.0, 7.0829992182552814e-06, 468.1568644210056, 553.1957269250124, 595.6788252289989, 638.0109319339972]","[0, 0, 42, 51, 54, 57]","[[], [], [], [], ['11535539', '3973445', '49556906', '11884867', '20128547', '32408470', '3684342'], ['3973445', '49556906', '3419709', '9899292', '23974474', '11884867', '11535539', '20128547', '32408470', '3684342']]"
12,56,"['8185080', '9675944', '22116439', '6544701', '1605196', '4709641', '13814480', '3583084', '3773719', '36637129']",63,711.9870699009916,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1218, 544, 139, 43, 0]","[0.0, 7.309019565582275e-06, 468.39537649502745, 595.7331888830231, 651.8430914080236, 694.2325283450191, 711.9870322600182]","[0, 0, 42, 53, 59, 62, 63]","[[], [], [], [], [], [], ['8185080', '9675944', '22116439', '6544701', '1605196', '4709641', '13814480', '3583084', '3773719', '36637129']]"
13,57,"['14434123', '11659421', '6477740', '9675944', '4459491', '19970015', '4709641', '13814480', '11674288', '36637129']",60,698.7445654030016,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 1218, 568, 86, 0]","[0.0, 9.776995284482837e-06, 468.18029039300745, 595.7760680190113, 661.979103915015, 698.7445282360131]","[0, 0, 42, 53, 59, 60]","[[], [], [], [], [], ['14434123', '11659421', '6477740', '9675944', '4459491', '19970015', '4709641', '13814480', '11674288', '36637129']]"
14,70,"['17223891', '28107602', '6807122', '994800', '18489989', '7225911', '39637840', '42489926', '9483851', '2582169']",60,661.2862133170129,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1034, 315, 168, 46, 0]","[0.0, 6.7359942477196455e-06, 468.8624542400066, 558.4533788459958, 600.9705361360102, 643.3416451230005, 661.2861701470101]","[0, 0, 42, 52, 56, 59, 60]","[[], [], [], [], [], [], ['17223891', '28107602', '6807122', '994800', '18489989', '7225911', '39637840', '42489926', '9483851', '2582169']]"
15,72,"['40500438', '8698857', '6625693', '10491220', '22500262', '207972', '28712203', '25251625', '9185195', '24554740']",88,1015.7540763949801,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2707, 1226, 646, 293, 81, 0]","[0.0, 7.85099109634757e-06, 469.00084377799067, 724.4406203379913, 852.31712977399, 937.3601915859908, 979.8256615979772, 1015.7540395729884]","[0, 0, 42, 65, 76, 83, 87, 88]","[[], [], [], [], [], [], [], ['40500438', '8698857', '6625693', '10491220', '22500262', '207972', '28712203', '25251625', '9185195', '24554740']]"
16,75,"['4387784', '5966635', '36089763', '13965483', '799586', '12909503', '9680193', '7465900', '41900731', '24928817']",78,887.3792769869906,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2194, 567, 278, 229, 136, 37, 0]","[0.0, 7.750990334898233e-06, 468.40423906597425, 681.0151026319945, 746.7367795809987, 789.37443445198, 831.662209276983, 873.9234547559754, 887.3792407259753]","[0, 0, 42, 61, 67, 71, 74, 77, 78]","[[], [], [], [], [], [], [], [], ['4387784', '5966635', '36089763', '13965483', '799586', '12909503', '9680193', '7465900', '41900731', '24928817']]"
17,94,"['11420613', '140098548', '24634621', '4418878', '4429118', '9291668', '1805641', '23912923', '14566771', '18025240']",65,742.3284038580023,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1496, 558, 165, 114, 0]","[0.0, 6.861984729766846e-06, 468.4975265299727, 596.5410126359784, 658.0740795639867, 700.3427343679941, 742.3283614069805]","[0, 0, 42, 55, 61, 64, 65]","[[], [], [], [], [], [], ['11420613', '140098548', '24634621', '4418878', '4429118', '9291668', '1805641', '23912923', '14566771', '18025240']]"
18,99,"['27615329', '23208167', '11419230', '3155374', '8087082', '38300781', '31166180', '2151983', '20649327', '14205246']",82,909.5109545770101,"[0, 0, 0, 0, 0, 0, 9, 9, 10]","[5183, 5183, 2117, 900, 542, 209, 200, 26, 0]","[0.0, 8.183997124433517e-06, 468.0880438039894, 675.3268805469852, 760.4971730819962, 815.9676662739948, 858.4418815419776, 900.8800789089873, 909.5109124659793]","[0, 0, 42, 60, 69, 75, 78, 81, 82]","[[], [], [], [], [], [], ['23208167', '11419230', '3155374', '8087082', '38300781', '31166180', '2151983', '20649327', '14205246'], ['23208167', '11419230', '3155374', '8087082', '38300781', '31166180', '2151983', '20649327', '14205246'], ['27615329', '23208167', '11419230', '3155374', '8087082', '38300781', '31166180', '2151983', '20649327', '14205246']]"
19,100,"['6472746', '13906892', '12871002', '8148122', '30658796', '25550665', '1944452', '27910499', '21170174', '92499']",58,648.0817736659956,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 1147, 290, 28, 0]","[0.0, 1.13139976747334e-05, 469.07036500200047, 596.7232954509964, 639.107141364977, 648.0817289009865]","[0, 0, 42, 53, 57, 58]","[[], [], [], [], [], ['6472746', '13906892', '12871002', '8148122', '30658796', '25550665', '1944452', '27910499', '21170174', '92499']]"
20,113,"['26025370', '8318922', '44030361', '3825750', '24998764', '4678846', '25816994', '6157837', '45447613', '14584755']",58,680.5310912100249,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 1151, 322, 122, 0]","[0.0, 7.81498965807259e-06, 467.8535690949939, 595.6234416029765, 638.4774423299823, 680.5310542130028]","[0, 0, 42, 53, 57, 58]","[[], [], [], [], [], ['26025370', '8318922', '44030361', '3825750', '24998764', '4678846', '25816994', '6157837', '45447613', '14584755']]"
21,115,"['10703001', '8856690', '695938', '6421792', '14584755', '3462075', '6250701', '37207226', '32454714', '5487448']",95,1055.315637549007,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2827, 1494, 872, 308, 221, 78, 0]","[0.0, 7.309979991987348e-06, 468.4884062179772, 724.2946356969769, 852.6252057029924, 937.8718087109737, 980.5274310339883, 1023.0688423789979, 1055.315502043988]","[0, 0, 42, 66, 79, 87, 91, 94, 95]","[[], [], [], [], [], [], [], [], ['10703001', '8856690', '695938', '6421792', '14584755', '3462075', '6250701', '37207226', '32454714', '5487448']]"
22,118,"['15578265', '6372244', '11921405', '3272084', '4695107', '46602807', '20148808', '34603465', '4465735', '31460499']",51,596.1219038070121,"[0, 0, 0, 0, 10]","[5183, 5183, 844, 117, 0]","[0.0, 1.1559022823348641e-05, 468.6511351680092, 554.080928928015, 596.1218649880029]","[0, 0, 42, 50, 51]","[[], [], [], [], ['15578265', '6372244', '11921405', '3272084', '4695107', '46602807', '20148808', '34603465', '4465735', '31460499']]"
23,124,"['31562330', '3493623', '7111021', '20471181', '374902', '5137019', '17768946', '22174015', '26731863', '21878751']",64,765.0835677320138,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1281, 234, 221, 179, 97, 0]","[0.0, 7.9809979069978e-06, 468.92906342897913, 596.7191782799782, 639.1202078839997, 681.3447856129787, 723.7008780069882, 765.0835164489981]","[0, 0, 42, 54, 57, 60, 63, 64]","[[], [], [], [], [], [], [], ['31562330', '3493623', '7111021', '20471181', '374902', '5137019', '17768946', '22174015', '26731863', '21878751']]"
24,127,"['6472746', '16736883', '20054396', '20368353', '17805221', '10189634', '21598000', '7549811', '16090672', '14205246']",77,893.3950834669813,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2175, 787, 305, 192, 107, 0]","[0.0, 9.30801616050303e-06, 468.74830201701843, 681.5076891159988, 766.5024241570209, 809.0216262729955, 851.4071966710035, 893.3950331960223]","[0, 0, 42, 61, 69, 73, 76, 77]","[[], [], [], [], [], [], [], ['6472746', '16736883', '20054396', '20368353', '17805221', '10189634', '21598000', '7549811', '16090672', '14205246']]"
