q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
10,53,"['313403', '7821634', '7583725', '19358586', '13007205', '24349992', '21439640', '4889228', '7795952', '45638119']",291,348.3639749221038,"[0, 0, 4, 10]","[5183, 5183, 7, 0]","[0.0, 6.278045475482941e-06, 346.5285714210477, 348.36394621105865]","[0, 0, 290, 291]","[[], [], ['4889228', '7583725', '24349992', '45638119'], ['313403', '7821634', '7583725', '19358586', '13007205', '24349992', '21439640', '4889228', '7795952', '45638119']]"
11,54,"['32408470', '24721866', '3973445', '3504761', '49556906', '23974474', '9752604', '38533515', '14874811', '1590744']",290,347.66971779312007,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 6.6659413278102875e-06, 347.66968297190033]","[0, 0, 290]","[[], [], ['32408470', '24721866', '3973445', '3504761', '49556906', '23974474', '9752604', '38533515', '14874811', '1590744']]"
12,56,"['4709641', '26336593', '1122198', '30351165', '11659421', '20937018', '18852643', '13293033', '35777860', '13814480']",291,353.3861312561203,"[0, 0, 0, 10]","[5183, 5183, 20, 0]","[0.0, 5.739973857998848e-06, 348.6500374400057, 353.3861019110773]","[0, 0, 290, 291]","[[], [], [], ['4709641', '26336593', '1122198', '30351165', '11659421', '20937018', '18852643', '13293033', '35777860', '13814480']]"
13,57,"['4709641', '22116439', '1122198', '30351165', '11659421', '20937018', '10207180', '22185730', '2543135', '13814480']",297,362.38275128090754,"[0, 0, 0, 6, 10]","[5183, 5183, 43, 6, 0]","[0.0, 6.935792043805122e-06, 347.3775164068211, 360.8559878068045, 362.3827185158152]","[0, 0, 290, 296, 297]","[[], [], [], ['4709641', '1122198', '30351165', '11659421', '20937018', '13814480'], ['4709641', '22116439', '1122198', '30351165', '11659421', '20937018', '10207180', '22185730', '2543135', '13814480']]"
14,70,"['7225911', '21307488', '42489926', '4414547', '25901598', '37204802', '27240699', '27949347', '28107602', '5956380']",579,684.537149816053,"[0, 0, 3, 10]","[5183, 5183, 9, 0]","[0.0, 8.582836017012596e-06, 682.4924424248748, 684.5371233858168]","[0, 0, 578, 579]","[[], [], ['7225911', '4414547', '5956380'], ['7225911', '21307488', '42489926', '4414547', '25901598', '37204802', '27240699', '27949347', '28107602', '5956380']]"
15,72,"['15955172', '9911547', '2682997', '28243325', '39763465', '35008773', '14492964', '41822527', '1031534', '6076903']",291,346.9987247060053,"[0, 0, 2, 10]","[5183, 5183, 10, 0]","[0.0, 5.847075954079628e-06, 346.9215741821099, 346.99869524291717]","[0, 0, 290, 291]","[[], [], ['1031534', '6076903'], ['15955172', '9911547', '2682997', '28243325', '39763465', '35008773', '14492964', '41822527', '1031534', '6076903']]"
16,75,"['13965483', '36233757', '26488879', '37768883', '2099400', '29214508', '2837758', '38805486', '4387784', '25657127']",579,684.3106378791854,"[0, 0, 7, 10]","[5183, 5183, 5, 0]","[0.0, 7.1909744292497635e-06, 682.941730869934, 684.3106076461263]","[0, 0, 578, 579]","[[], [], ['13965483', '2837758', '38805486', '2099400', '26488879', '4387784', '25657127'], ['13965483', '36233757', '26488879', '37768883', '2099400', '29214508', '2837758', '38805486', '4387784', '25657127']]"
17,94,"['19419439', '1215116', '23420807', '44629665', '6503185', '37248765', '23294314', '15129362', '3929361', '16787954']",329,400.28254492999986,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 580, 47, 14, 0]","[0.0, 8.024042472243309e-06, 345.96466129715554, 387.9435278051533, 396.7283273700159, 400.28251149714924]","[0, 0, 290, 324, 328, 329]","[[], [], [], [], [], ['19419439', '1215116', '23420807', '44629665', '6503185', '37248765', '23294314', '15129362', '3929361', '16787954']]"
18,99,"['13614794', '23208167', '2831620', '32324430', '32638085', '9889151', '18810195', '20646904', '2000038', '40447899']",383,466.7887015300803,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1261, 217, 76, 11, 0]","[0.0, 8.739996701478958e-06, 347.0005269080866, 436.6942231359426, 455.31239354610443, 464.1925333100371, 466.7886662299279]","[0, 0, 290, 362, 376, 382, 383]","[[], [], [], [], [], [], ['13614794', '23208167', '2831620', '32324430', '32638085', '9889151', '18810195', '20646904', '2000038', '40447899']]"
19,100,"['4398832', '14550841', '6472746', '16728949', '5107861', '10015292', '4381486', '30714190', '18374364', '18909530']",296,360.27313529211096,"[0, 0, 2, 10]","[5183, 5183, 51, 0]","[0.0, 8.765142410993576e-06, 346.729547661962, 360.2731039780192]","[0, 0, 290, 296]","[[], [], ['4381486', '30714190'], ['4398832', '14550841', '6472746', '16728949', '5107861', '10015292', '4381486', '30714190', '18374364', '18909530']]"
20,113,"['14121786', '3825750', '8318922', '44030361', '1759213', '14584755', '6157837', '43417006', '25816994', '140098548']",293,355.0612867141608,"[0, 0, 0, 10]","[5183, 5183, 33, 0]","[0.0, 7.30808824300766e-06, 346.5050695820246, 355.06125577702187]","[0, 0, 290, 293]","[[], [], [], ['14121786', '3825750', '8318922', '44030361', '1759213', '14584755', '6157837', '43417006', '25816994', '140098548']]"
21,115,"['4942718', '33872649', '10831818', '4911006', '4427392', '25677651', '1049501', '25488034', '23509113', '22547508']",337,420.87898174882866,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 447, 187, 68, 34, 0]","[0.0, 6.821006536483765e-06, 347.3597470910754, 379.9915601608809, 398.459971946897, 407.3246382060461, 420.87894991086796]","[0, 0, 290, 316, 328, 333, 337]","[[], [], [], [], [], [], ['4942718', '33872649', '10831818', '4911006', '4427392', '25677651', '1049501', '25488034', '23509113', '22547508']]"
22,118,"['4303939', '34603465', '31460499', '4465735', '32454714', '15578265', '4695107', '52805891', '52893592', '6372244']",290,347.3303890910465,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 9.401002898812294e-06, 347.3303589930292]","[0, 0, 290]","[[], [], ['4303939', '34603465', '31460499', '4465735', '32454714', '15578265', '4695107', '52805891', '52893592', '6372244']]"
23,124,"['44562058', '31363207', '13071728', '13899137', '14319754', '32012666', '4883040', '1986482', '374902', '7111021']",579,685.0524895051494,"[0, 0, 9, 10]","[5183, 5183, 5, 0]","[0.0, 6.832880899310112e-06, 683.5505678157788, 685.0524564648513]","[0, 0, 578, 579]","[[], [], ['31363207', '13071728', '13899137', '14319754', '32012666', '4883040', '1986482', '374902', '7111021'], ['44562058', '31363207', '13071728', '13899137', '14319754', '32012666', '4883040', '1986482', '374902', '7111021']]"
24,127,"['293661', '24335068', '22029384', '30884033', '7549811', '34905328', '18126445', '5785219', '21598000', '35231675']",299,365.2372641139664,"[0, 0, 3, 8, 10]","[5183, 5183, 111, 20, 0]","[0.0, 7.004011422395706e-06, 346.85981626901776, 360.48069623019546, 365.2372297809925]","[0, 0, 290, 298, 299]","[[], [], ['21598000', '35231675', '7549811'], ['293661', '22029384', '30884033', '7549811', '34905328', '18126445', '21598000', '35231675'], ['293661', '24335068', '22029384', '30884033', '7549811', '34905328', '18126445', '5785219', '21598000', '35231675']]"
